,CHNA50_m_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
19,CHNA50_m_i,6925.0,7020.0,6915.0,7070.0,6992.5,7001.666666666667,7006.25,6982.5,2151,2013-12-27 00:00:00
20,CHNA50_m_i,7025.0,6980.0,6975.0,7050.0,7012.5,7001.666666666667,6996.25,7007.5,1051,2013-12-30 00:00:00
21,CHNA50_m_i,7015.0,7100.0,6955.0,7130.0,7042.5,7061.666666666667,7071.25,7050.0,2651,2013-12-31 00:00:00
22,CHNA50_m_i,7090.0,7040.0,6995.0,7130.0,7062.5,7055.0,7051.25,7063.75,2201,2014-01-02 00:00:00
23,CHNA50_m_i,7035.0,6910.0,6880.0,7035.0,6957.5,6941.666666666667,6933.75,6965.0,1851,2014-01-03 00:00:00
24,CHNA50_m_i,6910.0,6795.0,6745.0,6935.0,6840.0,6825.0,6817.5,6846.25,2651,2014-01-06 00:00:00
25,CHNA50_m_i,6785.0,6760.0,6700.0,6810.0,6755.0,6756.666666666667,6757.5,6763.75,1951,2014-01-07 00:00:00
26,CHNA50_m_i,6750.0,6800.0,6740.0,6865.0,6802.5,6801.666666666667,6801.25,6788.75,2001,2014-01-08 00:00:00
27,CHNA50_m_i,6790.0,6735.0,6735.0,6855.0,6795.0,6775.0,6765.0,6778.75,1851,2014-01-09 00:00:00
28,CHNA50_m_i,6750.0,6745.0,6705.0,6790.0,6747.5,6746.666666666667,6746.25,6747.5,1651,2014-01-10 00:00:00
29,CHNA50_m_i,6760.0,6735.0,6700.0,6815.0,6757.5,6750.0,6746.25,6752.5,2051,2014-01-13 00:00:00
30,CHNA50_m_i,6735.0,6765.0,6685.0,6805.0,6745.0,6751.666666666667,6755.0,6747.5,2101,2014-01-14 00:00:00
31,CHNA50_m_i,6760.0,6755.0,6695.0,6820.0,6757.5,6756.666666666667,6756.25,6757.5,2451,2014-01-15 00:00:00
32,CHNA50_m_i,6760.0,6745.0,6720.0,6795.0,6757.5,6753.333333333333,6751.25,6755.0,1351,2014-01-16 00:00:00
33,CHNA50_m_i,6745.0,6675.0,6650.0,6765.0,6707.5,6696.666666666667,6691.25,6708.75,1601,2014-01-17 00:00:00
34,CHNA50_m_i,6675.0,6610.0,6600.0,6700.0,6650.0,6636.666666666667,6630.0,6646.25,1351,2014-01-20 00:00:00
35,CHNA50_m_i,6610.0,6665.0,6610.0,6745.0,6677.5,6673.333333333333,6671.25,6657.5,2151,2014-01-21 00:00:00
36,CHNA50_m_i,6680.0,6840.0,6670.0,6850.0,6760.0,6786.666666666667,6800.0,6760.0,2001,2014-01-22 00:00:00
37,CHNA50_m_i,6850.0,6780.0,6765.0,6885.0,6825.0,6810.0,6802.5,6820.0,1701,2014-01-23 00:00:00
38,CHNA50_m_i,6790.0,6785.0,6720.0,6855.0,6787.5,6786.666666666667,6786.25,6787.5,2651,2014-01-24 00:00:00
39,CHNA50_m_i,6775.0,6710.0,6665.0,6775.0,6720.0,6716.666666666667,6715.0,6731.25,1551,2014-01-27 00:00:00
40,CHNA50_m_i,6705.0,6735.0,6665.0,6775.0,6720.0,6725.0,6727.5,6720.0,1901,2014-01-28 00:00:00
41,CHNA50_m_i,6730.0,6770.0,6725.0,6775.0,6750.0,6756.666666666667,6760.0,6750.0,601,2014-01-29 00:00:00
42,CHNA50_m_i,6755.0,6625.0,6625.0,6775.0,6700.0,6675.0,6662.5,6695.0,1701,2014-01-30 00:00:00
43,CHNA50_m_i,6640.0,6655.0,6630.0,6665.0,6647.5,6650.0,6651.25,6647.5,551,2014-01-31 00:00:00
44,CHNA50_m_i,6615.0,6650.0,6575.0,6650.0,6612.5,6625.0,6631.25,6622.5,1151,2014-02-07 00:00:00
45,CHNA50_m_i,6650.0,6750.0,6640.0,6775.0,6707.5,6721.666666666667,6728.75,6703.75,1701,2014-02-10 00:00:00
46,CHNA50_m_i,6740.0,6855.0,6735.0,6925.0,6830.0,6838.333333333333,6842.5,6813.75,2651,2014-02-11 00:00:00
47,CHNA50_m_i,6860.0,6885.0,6850.0,6920.0,6885.0,6885.0,6885.0,6878.75,1151,2014-02-12 00:00:00
48,CHNA50_m_i,6890.0,6880.0,6860.0,6970.0,6915.0,6903.333333333333,6897.5,6900.0,2101,2014-02-13 00:00:00
49,CHNA50_m_i,6880.0,6920.0,6855.0,6940.0,6897.5,6905.0,6908.75,6898.75,1301,2014-02-14 00:00:00
50,CHNA50_m_i,6915.0,6920.0,6905.0,6990.0,6947.5,6938.333333333333,6933.75,6932.5,1651,2014-02-17 00:00:00
51,CHNA50_m_i,6935.0,6800.0,6780.0,6940.0,6860.0,6840.0,6830.0,6863.75,1851,2014-02-18 00:00:00
52,CHNA50_m_i,6800.0,6905.0,6780.0,6940.0,6860.0,6875.0,6882.5,6856.25,2151,2014-02-19 00:00:00
53,CHNA50_m_i,6920.0,6860.0,6855.0,7020.0,6937.5,6911.666666666667,6898.75,6913.75,2701,2014-02-20 00:00:00
54,CHNA50_m_i,6855.0,6790.0,6765.0,6915.0,6840.0,6823.333333333333,6815.0,6831.25,2351,2014-02-21 00:00:00
55,CHNA50_m_i,6790.0,6620.0,6580.0,6810.0,6695.0,6670.0,6657.5,6700.0,2901,2014-02-24 00:00:00
56,CHNA50_m_i,6625.0,6485.0,6460.0,6650.0,6555.0,6531.666666666667,6520.0,6555.0,2401,2014-02-25 00:00:00
57,CHNA50_m_i,6440.0,6490.0,6435.0,6520.0,6477.5,6481.666666666667,6483.75,6471.25,1201,2014-02-26 00:00:00
58,CHNA50_m_i,6490.0,6530.0,6480.0,6570.0,6525.0,6526.666666666667,6527.5,6517.5,1401,2014-02-27 00:00:00
59,CHNA50_m_i,6525.0,6565.0,6445.0,6585.0,6515.0,6531.666666666667,6540.0,6530.0,2401,2014-02-28 00:00:00
60,CHNA50_m_i,6580.0,6500.0,6475.0,6580.0,6527.5,6518.333333333333,6513.75,6533.75,1301,2014-03-03 00:00:00
61,CHNA50_m_i,6500.0,6500.0,6450.0,6535.0,6492.5,6495.0,6496.25,6496.25,1701,2014-03-04 00:00:00
62,CHNA50_m_i,6495.0,6460.0,6460.0,6570.0,6515.0,6496.666666666667,6487.5,6496.25,1851,2014-03-05 00:00:00
63,CHNA50_m_i,6455.0,6535.0,6405.0,6570.0,6487.5,6503.333333333333,6511.25,6491.25,2501,2014-03-06 00:00:00
64,CHNA50_m_i,6540.0,6520.0,6505.0,6615.0,6560.0,6546.666666666667,6540.0,6545.0,2001,2014-03-07 00:00:00
65,CHNA50_m_i,6515.0,6340.0,6320.0,6525.0,6422.5,6395.0,6381.25,6425.0,2351,2014-03-10 00:00:00
66,CHNA50_m_i,6350.0,6380.0,6300.0,6450.0,6375.0,6376.666666666667,6377.5,6370.0,2701,2014-03-11 00:00:00
67,CHNA50_m_i,6375.0,6375.0,6310.0,6400.0,6355.0,6361.666666666667,6365.0,6365.0,1801,2014-03-12 00:00:00
68,CHNA50_m_i,6375.0,6440.0,6330.0,6490.0,6410.0,6420.0,6425.0,6408.75,2551,2014-03-13 00:00:00
69,CHNA50_m_i,6430.0,6420.0,6380.0,6440.0,6410.0,6413.333333333333,6415.0,6417.5,1101,2014-03-14 00:00:00
70,CHNA50_m_i,6420.0,6455.0,6400.0,6620.0,6510.0,6491.666666666667,6482.5,6473.75,4051,2014-03-17 00:00:00
71,CHNA50_m_i,6485.0,6405.0,6405.0,6505.0,6455.0,6438.333333333333,6430.0,6450.0,1201,2014-03-18 00:00:00
72,CHNA50_m_i,6410.0,6375.0,6325.0,6450.0,6387.5,6383.333333333333,6381.25,6390.0,2151,2014-03-19 00:00:00
73,CHNA50_m_i,6375.0,6280.0,6280.0,6450.0,6365.0,6336.666666666667,6322.5,6346.25,2451,2014-03-20 00:00:00
74,CHNA50_m_i,6280.0,6590.0,6260.0,6620.0,6440.0,6490.0,6515.0,6437.5,4101,2014-03-21 00:00:00
75,CHNA50_m_i,6575.0,6640.0,6550.0,6695.0,6622.5,6628.333333333333,6631.25,6615.0,2251,2014-03-24 00:00:00
76,CHNA50_m_i,6630.0,6600.0,6580.0,6680.0,6630.0,6620.0,6615.0,6622.5,1701,2014-03-25 00:00:00
77,CHNA50_m_i,6610.0,6590.0,6575.0,6650.0,6612.5,6605.0,6601.25,6606.25,1301,2014-03-26 00:00:00
78,CHNA50_m_i,6595.0,6560.0,6510.0,6680.0,6595.0,6583.333333333333,6577.5,6586.25,3051,2014-03-27 00:00:00
79,CHNA50_m_i,6560.0,6615.0,6560.0,6670.0,6615.0,6615.0,6615.0,6601.25,1651,2014-03-28 00:00:00
80,CHNA50_m_i,6615.0,6605.0,6580.0,6700.0,6640.0,6628.333333333333,6622.5,6625.0,2301,2014-03-31 00:00:00
81,CHNA50_m_i,6610.0,6665.0,6600.0,6720.0,6660.0,6661.666666666667,6662.5,6648.75,1851,2014-04-01 00:00:00
82,CHNA50_m_i,6660.0,6710.0,6660.0,6730.0,6695.0,6700.0,6702.5,6690.0,901,2014-04-02 00:00:00
83,CHNA50_m_i,6710.0,6655.0,6655.0,6820.0,6737.5,6710.0,6696.25,6710.0,2751,2014-04-03 00:00:00
84,CHNA50_m_i,6665.0,6695.0,6635.0,6730.0,6682.5,6686.666666666667,6688.75,6681.25,1601,2014-04-04 00:00:00
85,CHNA50_m_i,6720.0,6740.0,6700.0,6775.0,6737.5,6738.333333333333,6738.75,6733.75,1301,2014-04-07 00:00:00
86,CHNA50_m_i,6715.0,6900.0,6675.0,6945.0,6810.0,6840.0,6855.0,6808.75,3551,2014-04-08 00:00:00
87,CHNA50_m_i,6900.0,6890.0,6870.0,6960.0,6915.0,6906.666666666667,6902.5,6905.0,1701,2014-04-09 00:00:00
88,CHNA50_m_i,6900.0,7130.0,6830.0,7170.0,7000.0,7043.333333333333,7065.0,7007.5,4501,2014-04-10 00:00:00
89,CHNA50_m_i,7135.0,7045.0,7030.0,7175.0,7102.5,7083.333333333333,7073.75,7096.25,2001,2014-04-11 00:00:00
90,CHNA50_m_i,7050.0,7025.0,6990.0,7085.0,7037.5,7033.333333333333,7031.25,7037.5,1651,2014-04-14 00:00:00
91,CHNA50_m_i,7025.0,6860.0,6850.0,7050.0,6950.0,6920.0,6905.0,6946.25,2351,2014-04-15 00:00:00
92,CHNA50_m_i,6865.0,6850.0,6825.0,6940.0,6882.5,6871.666666666667,6866.25,6870.0,2151,2014-04-16 00:00:00
93,CHNA50_m_i,6860.0,6870.0,6845.0,6920.0,6882.5,6878.333333333333,6876.25,6873.75,1401,2014-04-17 00:00:00
94,CHNA50_m_i,6875.0,6815.0,6750.0,6880.0,6815.0,6815.0,6815.0,6830.0,2001,2014-04-18 00:00:00
95,CHNA50_m_i,6810.0,6715.0,6685.0,6865.0,6775.0,6755.0,6745.0,6768.75,2651,2014-04-21 00:00:00
96,CHNA50_m_i,6720.0,6760.0,6685.0,6790.0,6737.5,6745.0,6748.75,6738.75,1701,2014-04-22 00:00:00
97,CHNA50_m_i,6775.0,6760.0,6745.0,6810.0,6777.5,6771.666666666667,6768.75,6772.5,1151,2014-04-23 00:00:00
98,CHNA50_m_i,6760.0,6785.0,6745.0,6845.0,6795.0,6791.666666666667,6790.0,6783.75,1751,2014-04-24 00:00:00
99,CHNA50_m_i,6785.0,6710.0,6710.0,6825.0,6767.5,6748.333333333333,6738.75,6757.5,1551,2014-04-25 00:00:00
100,CHNA50_m_i,6720.0,6670.0,6660.0,6765.0,6712.5,6698.333333333333,6691.25,6703.75,1601,2014-04-28 00:00:00
101,CHNA50_m_i,6670.0,6745.0,6655.0,6760.0,6707.5,6720.0,6726.25,6707.5,1351,2014-04-29 00:00:00
102,CHNA50_m_i,6740.0,6710.0,6705.0,6765.0,6735.0,6726.666666666667,6722.5,6730.0,901,2014-04-30 00:00:00
103,CHNA50_m_i,6715.0,6715.0,6715.0,6715.0,6715.0,6715.0,6715.0,6715.0,1,2014-05-01 00:00:00
104,CHNA50_m_i,6725.0,6690.0,6620.0,6740.0,6680.0,6683.333333333333,6685.0,6693.75,2051,2014-05-05 00:00:00
105,CHNA50_m_i,6690.0,6690.0,6670.0,6760.0,6715.0,6706.666666666667,6702.5,6702.5,1801,2014-05-06 00:00:00
106,CHNA50_m_i,6690.0,6625.0,6620.0,6695.0,6657.5,6646.666666666667,6641.25,6657.5,851,2014-05-07 00:00:00
107,CHNA50_m_i,6630.0,6650.0,6630.0,6765.0,6697.5,6681.666666666667,6673.75,6668.75,2501,2014-05-08 00:00:00
108,CHNA50_m_i,6665.0,6640.0,6635.0,6680.0,6657.5,6651.666666666667,6648.75,6655.0,651,2014-05-09 00:00:00
109,CHNA50_m_i,6640.0,6745.0,6640.0,6790.0,6715.0,6725.0,6730.0,6703.75,1951,2014-05-12 00:00:00
110,CHNA50_m_i,6760.0,6745.0,6725.0,6785.0,6755.0,6751.666666666667,6750.0,6753.75,1051,2014-05-13 00:00:00
111,CHNA50_m_i,6750.0,6745.0,6735.0,6810.0,6772.5,6763.333333333333,6758.75,6760.0,1451,2014-05-14 00:00:00
112,CHNA50_m_i,6750.0,6710.0,6705.0,6780.0,6742.5,6731.666666666667,6726.25,6736.25,1101,2014-05-15 00:00:00
113,CHNA50_m_i,6715.0,6705.0,6685.0,6730.0,6707.5,6706.666666666667,6706.25,6708.75,801,2014-05-16 00:00:00
114,CHNA50_m_i,6715.0,6605.0,6580.0,6720.0,6650.0,6635.0,6627.5,6655.0,1701,2014-05-19 00:00:00
115,CHNA50_m_i,6615.0,6600.0,6580.0,6650.0,6615.0,6610.0,6607.5,6611.25,1251,2014-05-20 00:00:00
116,CHNA50_m_i,6605.0,6630.0,6545.0,6665.0,6605.0,6613.333333333333,6617.5,6611.25,2151,2014-05-21 00:00:00
117,CHNA50_m_i,6630.0,6660.0,6630.0,6755.0,6692.5,6681.666666666667,6676.25,6668.75,2201,2014-05-22 00:00:00
118,CHNA50_m_i,6660.0,6690.0,6660.0,6720.0,6690.0,6690.0,6690.0,6682.5,901,2014-05-23 00:00:00
119,CHNA50_m_i,6695.0,6720.0,6685.0,6765.0,6725.0,6723.333333333333,6722.5,6716.25,1351,2014-05-26 00:00:00
120,CHNA50_m_i,6720.0,6690.0,6690.0,6740.0,6715.0,6706.666666666667,6702.5,6710.0,701,2014-05-27 00:00:00
121,CHNA50_m_i,6695.0,6780.0,6660.0,6800.0,6730.0,6746.666666666667,6755.0,6733.75,1951,2014-05-28 00:00:00
122,CHNA50_m_i,6780.0,6730.0,6730.0,6815.0,6772.5,6758.333333333333,6751.25,6763.75,1201,2014-05-29 00:00:00
123,CHNA50_m_i,6660.0,6665.0,6635.0,6700.0,6667.5,6666.666666666667,6666.25,6665.0,1251,2014-05-30 00:00:00
124,CHNA50_m_i,6665.0,6710.0,6660.0,6730.0,6695.0,6700.0,6702.5,6691.25,951,2014-06-02 00:00:00
125,CHNA50_m_i,6710.0,6665.0,6660.0,6730.0,6695.0,6685.0,6680.0,6691.25,951,2014-06-03 00:00:00
126,CHNA50_m_i,6670.0,6585.0,6570.0,6680.0,6625.0,6611.666666666667,6605.0,6626.25,1351,2014-06-04 00:00:00
127,CHNA50_m_i,6590.0,6685.0,6560.0,6685.0,6622.5,6643.333333333333,6653.75,6630.0,1551,2014-06-05 00:00:00
128,CHNA50_m_i,6685.0,6600.0,6585.0,6710.0,6647.5,6631.666666666667,6623.75,6645.0,1651,2014-06-06 00:00:00
129,CHNA50_m_i,6605.0,6650.0,6595.0,6705.0,6650.0,6650.0,6650.0,6638.75,1751,2014-06-09 00:00:00
130,CHNA50_m_i,6645.0,6750.0,6635.0,6765.0,6700.0,6716.666666666667,6725.0,6698.75,1551,2014-06-10 00:00:00
131,CHNA50_m_i,6760.0,6720.0,6705.0,6810.0,6757.5,6745.0,6738.75,6748.75,1701,2014-06-11 00:00:00
132,CHNA50_m_i,6720.0,6720.0,6700.0,6740.0,6720.0,6720.0,6720.0,6720.0,801,2014-06-12 00:00:00
133,CHNA50_m_i,6730.0,6820.0,6680.0,6855.0,6767.5,6785.0,6793.75,6771.25,2601,2014-06-13 00:00:00
134,CHNA50_m_i,6820.0,6890.0,6820.0,6925.0,6872.5,6878.333333333333,6881.25,6863.75,1401,2014-06-16 00:00:00
135,CHNA50_m_i,6895.0,6800.0,6790.0,6910.0,6850.0,6833.333333333333,6825.0,6848.75,1451,2014-06-17 00:00:00
136,CHNA50_m_i,6805.0,6735.0,6730.0,6820.0,6775.0,6761.666666666667,6755.0,6772.5,1101,2014-06-18 00:00:00
137,CHNA50_m_i,6740.0,6670.0,6655.0,6790.0,6722.5,6705.0,6696.25,6713.75,2001,2014-06-19 00:00:00
138,CHNA50_m_i,6675.0,6685.0,6665.0,6715.0,6690.0,6688.333333333333,6687.5,6685.0,901,2014-06-20 00:00:00
139,CHNA50_m_i,6690.0,6630.0,6625.0,6740.0,6682.5,6665.0,6656.25,6671.25,1701,2014-06-23 00:00:00
140,CHNA50_m_i,6630.0,6690.0,6615.0,6700.0,6657.5,6668.333333333333,6673.75,6658.75,1101,2014-06-24 00:00:00
141,CHNA50_m_i,6680.0,6660.0,6620.0,6700.0,6660.0,6660.0,6660.0,6665.0,1401,2014-06-25 00:00:00
142,CHNA50_m_i,6655.0,6700.0,6640.0,6710.0,6675.0,6683.333333333333,6687.5,6676.25,951,2014-06-26 00:00:00
143,CHNA50_m_i,6685.0,6685.0,6660.0,6725.0,6692.5,6690.0,6688.75,6688.75,1301,2014-06-27 00:00:00
144,CHNA50_m_i,6605.0,6645.0,6605.0,6685.0,6645.0,6645.0,6645.0,6635.0,1201,2014-06-30 00:00:00
145,CHNA50_m_i,6640.0,6635.0,6615.0,6695.0,6655.0,6648.333333333333,6645.0,6646.25,1551,2014-07-01 00:00:00
146,CHNA50_m_i,6640.0,6680.0,6615.0,6680.0,6647.5,6658.333333333333,6663.75,6653.75,901,2014-07-02 00:00:00
147,CHNA50_m_i,6675.0,6710.0,6650.0,6730.0,6690.0,6696.666666666667,6700.0,6691.25,1251,2014-07-03 00:00:00
148,CHNA50_m_i,6710.0,6715.0,6680.0,6725.0,6702.5,6706.666666666667,6708.75,6707.5,851,2014-07-04 00:00:00
149,CHNA50_m_i,6710.0,6680.0,6670.0,6735.0,6702.5,6695.0,6691.25,6698.75,1001,2014-07-07 00:00:00
150,CHNA50_m_i,6675.0,6685.0,6650.0,6705.0,6677.5,6680.0,6681.25,6678.75,1001,2014-07-08 00:00:00
151,CHNA50_m_i,6690.0,6575.0,6565.0,6690.0,6627.5,6610.0,6601.25,6630.0,1351,2014-07-09 00:00:00
152,CHNA50_m_i,6570.0,6570.0,6565.0,6600.0,6582.5,6578.333333333333,6576.25,6576.25,701,2014-07-10 00:00:00
153,CHNA50_m_i,6570.0,6590.0,6515.0,6625.0,6570.0,6576.666666666667,6580.0,6575.0,2001,2014-07-11 00:00:00
154,CHNA50_m_i,6585.0,6675.0,6575.0,6685.0,6630.0,6645.0,6652.5,6630.0,1301,2014-07-14 00:00:00
155,CHNA50_m_i,6690.0,6680.0,6665.0,6725.0,6695.0,6690.0,6687.5,6690.0,1101,2014-07-15 00:00:00
156,CHNA50_m_i,6675.0,6680.0,6675.0,6725.0,6700.0,6693.333333333333,6690.0,6688.75,951,2014-07-16 00:00:00
157,CHNA50_m_i,6690.0,6655.0,6625.0,6725.0,6675.0,6668.333333333333,6665.0,6673.75,1651,2014-07-17 00:00:00
158,CHNA50_m_i,6655.0,6700.0,6625.0,6720.0,6672.5,6681.666666666667,6686.25,6675.0,1451,2014-07-18 00:00:00
159,CHNA50_m_i,6695.0,6685.0,6685.0,6725.0,6705.0,6698.333333333333,6695.0,6697.5,701,2014-07-21 00:00:00
160,CHNA50_m_i,6685.0,6815.0,6675.0,6835.0,6755.0,6775.0,6785.0,6752.5,1901,2014-07-22 00:00:00
161,CHNA50_m_i,6815.0,6855.0,6805.0,6905.0,6855.0,6855.0,6855.0,6845.0,1601,2014-07-23 00:00:00
162,CHNA50_m_i,6870.0,7025.0,6860.0,7050.0,6955.0,6978.333333333333,6990.0,6951.25,2251,2014-07-24 00:00:00
163,CHNA50_m_i,7030.0,7125.0,7015.0,7125.0,7070.0,7088.333333333333,7097.5,7073.75,1251,2014-07-25 00:00:00
164,CHNA50_m_i,7130.0,7300.0,7095.0,7370.0,7232.5,7255.0,7266.25,7223.75,3801,2014-07-28 00:00:00
165,CHNA50_m_i,7300.0,7320.0,7275.0,7365.0,7320.0,7320.0,7320.0,7315.0,1601,2014-07-29 00:00:00
166,CHNA50_m_i,7315.0,7265.0,7255.0,7370.0,7312.5,7296.666666666667,7288.75,7301.25,1801,2014-07-30 00:00:00
167,CHNA50_m_i,7285.0,7435.0,7280.0,7455.0,7367.5,7390.0,7401.25,7363.75,2001,2014-07-31 00:00:00
168,CHNA50_m_i,7430.0,7365.0,7330.0,7520.0,7425.0,7405.0,7395.0,7411.25,3151,2014-08-01 00:00:00
169,CHNA50_m_i,7355.0,7505.0,7325.0,7545.0,7435.0,7458.333333333333,7470.0,7432.5,2901,2014-08-04 00:00:00
170,CHNA50_m_i,7510.0,7440.0,7385.0,7540.0,7462.5,7455.0,7451.25,7468.75,2401,2014-08-05 00:00:00
171,CHNA50_m_i,7440.0,7360.0,7280.0,7465.0,7372.5,7368.333333333333,7366.25,7386.25,2901,2014-08-06 00:00:00
172,CHNA50_m_i,7360.0,7210.0,7205.0,7375.0,7290.0,7263.333333333333,7250.0,7287.5,1901,2014-08-07 00:00:00
173,CHNA50_m_i,7230.0,7245.0,7170.0,7295.0,7232.5,7236.666666666667,7238.75,7235.0,2351,2014-08-08 00:00:00
174,CHNA50_m_i,7255.0,7375.0,7255.0,7400.0,7327.5,7343.333333333333,7351.25,7321.25,1701,2014-08-11 00:00:00
175,CHNA50_m_i,7380.0,7360.0,7290.0,7405.0,7347.5,7351.666666666667,7353.75,7358.75,2101,2014-08-12 00:00:00
176,CHNA50_m_i,7360.0,7355.0,7240.0,7385.0,7312.5,7326.666666666667,7333.75,7335.0,2851,2014-08-13 00:00:00
177,CHNA50_m_i,7360.0,7255.0,7245.0,7380.0,7312.5,7293.333333333333,7283.75,7310.0,1651,2014-08-14 00:00:00
178,CHNA50_m_i,7260.0,7325.0,7245.0,7355.0,7300.0,7308.333333333333,7312.5,7296.25,1551,2014-08-15 00:00:00
179,CHNA50_m_i,7330.0,7330.0,7285.0,7375.0,7330.0,7330.0,7330.0,7330.0,1801,2014-08-18 00:00:00
180,CHNA50_m_i,7330.0,7315.0,7240.0,7355.0,7297.5,7303.333333333333,7306.25,7310.0,2151,2014-08-19 00:00:00
181,CHNA50_m_i,7320.0,7245.0,7245.0,7330.0,7287.5,7273.333333333333,7266.25,7285.0,951,2014-08-20 00:00:00
182,CHNA50_m_i,7245.0,7165.0,7140.0,7265.0,7202.5,7190.0,7183.75,7203.75,1701,2014-08-21 00:00:00
183,CHNA50_m_i,7180.0,7245.0,7170.0,7250.0,7210.0,7221.666666666667,7227.5,7211.25,951,2014-08-22 00:00:00
184,CHNA50_m_i,7240.0,7140.0,7125.0,7245.0,7185.0,7170.0,7162.5,7187.5,1401,2014-08-25 00:00:00
185,CHNA50_m_i,7135.0,7130.0,7100.0,7175.0,7137.5,7135.0,7133.75,7135.0,1451,2014-08-26 00:00:00
186,CHNA50_m_i,7135.0,7110.0,7105.0,7155.0,7130.0,7123.333333333333,7120.0,7126.25,751,2014-08-27 00:00:00
187,CHNA50_m_i,7110.0,7055.0,7050.0,7150.0,7100.0,7085.0,7077.5,7091.25,1451,2014-08-28 00:00:00
188,CHNA50_m_i,7075.0,7165.0,7015.0,7180.0,7097.5,7120.0,7131.25,7108.75,2401,2014-08-29 00:00:00
189,CHNA50_m_i,7160.0,7165.0,7135.0,7195.0,7165.0,7165.0,7165.0,7163.75,1151,2014-09-01 00:00:00
190,CHNA50_m_i,7170.0,7275.0,7135.0,7305.0,7220.0,7238.333333333333,7247.5,7221.25,2351,2014-09-02 00:00:00
191,CHNA50_m_i,7290.0,7430.0,7270.0,7450.0,7360.0,7383.333333333333,7395.0,7360.0,2201,2014-09-03 00:00:00
192,CHNA50_m_i,7440.0,7445.0,7390.0,7475.0,7432.5,7436.666666666667,7438.75,7437.5,1651,2014-09-04 00:00:00
193,CHNA50_m_i,7445.0,7525.0,7430.0,7545.0,7487.5,7500.0,7506.25,7486.25,1501,2014-09-05 00:00:00
194,CHNA50_m_i,7525.0,7540.0,7510.0,7545.0,7527.5,7531.666666666667,7533.75,7530.0,551,2014-09-08 00:00:00
195,CHNA50_m_i,7540.0,7495.0,7470.0,7545.0,7507.5,7503.333333333333,7501.25,7512.5,1051,2014-09-09 00:00:00
196,CHNA50_m_i,7495.0,7360.0,7345.0,7500.0,7422.5,7401.666666666667,7391.25,7425.0,1751,2014-09-10 00:00:00
197,CHNA50_m_i,7355.0,7320.0,7300.0,7470.0,7385.0,7363.333333333333,7352.5,7361.25,3051,2014-09-11 00:00:00
198,CHNA50_m_i,7315.0,7370.0,7290.0,7375.0,7332.5,7345.0,7351.25,7337.5,1151,2014-09-12 00:00:00
