,_DXY,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
53,_DXY,90.11,90.16,90.07,90.17,90.12,90.13333333333333,90.13999999999999,90.1275,281,2020-12-24 04:00:00
54,_DXY,90.16,90.16,90.09,90.19,90.14,90.14666666666666,90.15,90.15,450,2020-12-24 08:00:00
55,_DXY,90.16,90.19,90.11,90.24,90.175,90.17999999999999,90.18249999999999,90.17499999999998,485,2020-12-24 12:00:00
56,_DXY,90.18,90.23,90.14,90.31,90.225,90.22666666666667,90.2275,90.215,692,2020-12-24 16:00:00
57,_DXY,90.23,90.26,90.22,90.27,90.245,90.25,90.2525,90.245,19,2020-12-24 20:00:00
58,_DXY,90.25,90.15,90.14,90.28,90.21000000000001,90.19000000000001,90.18,90.20500000000001,152,2020-12-28 00:00:00
59,_DXY,90.15,90.08,90.06,90.15,90.105,90.09666666666668,90.0925,90.11000000000001,171,2020-12-28 04:00:00
60,_DXY,90.08,89.93,89.93,90.08,90.005,89.98,89.9675,90.005,491,2020-12-28 08:00:00
61,_DXY,89.94,90.13,89.9,90.31,90.105,90.11333333333334,90.1175,90.07000000000001,830,2020-12-28 12:00:00
62,_DXY,90.12,90.28,90.0,90.31,90.155,90.19666666666667,90.2175,90.17750000000001,777,2020-12-28 16:00:00
63,_DXY,90.27,90.22,90.22,90.31,90.265,90.25,90.2425,90.255,355,2020-12-28 20:00:00
64,_DXY,90.16,90.14,90.12,90.16,90.14,90.14,90.14,90.14500000000001,52,2020-12-29 00:00:00
65,_DXY,90.14,90.06,90.03,90.15,90.09,90.08,90.075,90.095,259,2020-12-29 04:00:00
66,_DXY,90.06,90.0,89.92,90.08,90.0,90.0,90.0,90.015,444,2020-12-29 08:00:00
67,_DXY,90.01,89.95,89.92,90.02,89.97,89.96333333333332,89.96,89.975,598,2020-12-29 12:00:00
68,_DXY,89.94,90.0,89.78,90.01,89.89500000000001,89.93,89.9475,89.9325,894,2020-12-29 16:00:00
69,_DXY,90.0,89.92,89.89,90.01,89.95,89.94,89.935,89.955,390,2020-12-29 20:00:00
70,_DXY,89.92,89.72,89.7,89.92,89.81,89.78000000000002,89.76500000000001,89.81500000000001,188,2020-12-30 00:00:00
71,_DXY,89.71,89.68,89.67,89.75,89.71000000000001,89.7,89.69500000000001,89.7025,303,2020-12-30 04:00:00
72,_DXY,89.68,89.77,89.68,89.89,89.785,89.77999999999999,89.77749999999999,89.755,523,2020-12-30 08:00:00
73,_DXY,89.76,89.64,89.61,89.78,89.695,89.67666666666666,89.66749999999999,89.69749999999999,624,2020-12-30 12:00:00
74,_DXY,89.65,89.67,89.51,89.75,89.63,89.64333333333333,89.65,89.64500000000001,980,2020-12-30 16:00:00
75,_DXY,89.68,89.58,89.56,89.69,89.625,89.61,89.60249999999999,89.6275,304,2020-12-30 20:00:00
76,_DXY,89.53,89.52,89.48,89.55,89.515,89.51666666666667,89.5175,89.52000000000001,106,2020-12-31 00:00:00
77,_DXY,89.52,89.58,89.47,89.64,89.555,89.56333333333333,89.5675,89.5525,276,2020-12-31 04:00:00
78,_DXY,89.57,89.56,89.48,89.63,89.555,89.55666666666667,89.5575,89.56,507,2020-12-31 08:00:00
79,_DXY,89.54,89.58,89.51,89.69,89.6,89.59333333333332,89.58999999999999,89.58,635,2020-12-31 12:00:00
80,_DXY,89.57,89.89,89.54,89.91,89.725,89.77999999999999,89.80749999999999,89.72749999999999,840,2020-12-31 16:00:00
81,_DXY,89.89,89.94,89.86,89.94,89.9,89.91333333333334,89.92,89.9075,130,2020-12-31 20:00:00
82,_DXY,89.76,89.67,89.67,89.78,89.725,89.70666666666666,89.6975,89.72,167,2021-01-04 00:00:00
83,_DXY,89.67,89.72,89.63,89.75,89.69,89.7,89.70500000000001,89.69250000000001,389,2021-01-04 04:00:00
84,_DXY,89.72,89.42,89.39,89.74,89.565,89.51666666666667,89.4925,89.5675,742,2021-01-04 08:00:00
85,_DXY,89.44,89.5,89.39,89.58,89.485,89.49000000000001,89.4925,89.4775,614,2021-01-04 12:00:00
86,_DXY,89.51,89.89,89.46,89.91,89.685,89.75333333333333,89.7875,89.6925,1135,2021-01-04 16:00:00
87,_DXY,89.89,89.88,89.84,89.92,89.88,89.88,89.88,89.8825,555,2021-01-04 20:00:00
88,_DXY,89.83,89.81,89.78,89.84,89.81,89.81,89.81,89.815,123,2021-01-05 00:00:00
89,_DXY,89.81,89.69,89.67,89.83,89.75,89.73,89.72,89.75,342,2021-01-05 04:00:00
90,_DXY,89.69,89.64,89.61,89.81,89.71000000000001,89.68666666666667,89.675,89.6875,665,2021-01-05 08:00:00
91,_DXY,89.64,89.74,89.56,89.75,89.655,89.68333333333334,89.6975,89.6725,670,2021-01-05 12:00:00
92,_DXY,89.75,89.42,89.39,89.77,89.58,89.52666666666666,89.5,89.5825,1005,2021-01-05 16:00:00
93,_DXY,89.42,89.46,89.39,89.49,89.44,89.44666666666666,89.44999999999999,89.44,407,2021-01-05 20:00:00
94,_DXY,89.42,89.53,89.34,89.58,89.46000000000001,89.48333333333335,89.495,89.46750000000002,229,2021-01-06 00:00:00
95,_DXY,89.53,89.47,89.42,89.61,89.515,89.5,89.4925,89.5075,662,2021-01-06 04:00:00
96,_DXY,89.47,89.28,89.19,89.48,89.33500000000001,89.31666666666668,89.3075,89.35500000000002,863,2021-01-06 08:00:00
97,_DXY,89.27,89.41,89.17,89.43,89.30000000000001,89.33666666666666,89.35499999999999,89.32,811,2021-01-06 12:00:00
98,_DXY,89.42,89.53,89.41,89.78,89.595,89.57333333333334,89.5625,89.53500000000001,1219,2021-01-06 16:00:00
99,_DXY,89.53,89.34,89.29,89.56,89.42500000000001,89.39666666666669,89.38250000000002,89.43,847,2021-01-06 20:00:00
100,_DXY,89.33,89.33,89.32,89.37,89.345,89.33999999999999,89.33749999999999,89.33749999999999,93,2021-01-07 00:00:00
101,_DXY,89.34,89.49,89.33,89.49,89.41,89.43666666666667,89.45,89.4125,300,2021-01-07 04:00:00
102,_DXY,89.49,89.73,89.41,89.75,89.58,89.63,89.655,89.595,729,2021-01-07 08:00:00
103,_DXY,89.72,89.77,89.69,89.93,89.81,89.79666666666667,89.78999999999999,89.7775,910,2021-01-07 12:00:00
104,_DXY,89.76,89.85,89.67,89.96,89.815,89.82666666666667,89.83250000000001,89.81,1155,2021-01-07 16:00:00
105,_DXY,89.84,89.77,89.75,89.86,89.805,89.79333333333334,89.7875,89.805,468,2021-01-07 20:00:00
106,_DXY,89.84,89.92,89.83,90.0,89.91499999999999,89.91666666666667,89.9175,89.89750000000001,150,2021-01-08 00:00:00
107,_DXY,89.92,89.83,89.78,89.93,89.855,89.84666666666668,89.8425,89.86500000000001,270,2021-01-08 04:00:00
108,_DXY,89.83,89.94,89.77,90.11,89.94,89.94,89.94,89.9125,786,2021-01-08 08:00:00
109,_DXY,89.94,89.66,89.64,89.97,89.805,89.75666666666666,89.73249999999999,89.8025,836,2021-01-08 12:00:00
110,_DXY,89.65,89.98,89.63,90.07,89.85,89.89333333333333,89.915,89.83250000000001,1568,2021-01-08 16:00:00
111,_DXY,89.98,90.05,89.97,90.22,90.095,90.08,90.0725,90.055,778,2021-01-08 20:00:00
112,_DXY,90.28,90.33,90.25,90.39,90.32,90.32333333333332,90.32499999999999,90.3125,183,2021-01-11 00:00:00
113,_DXY,90.33,90.39,90.33,90.43,90.38,90.38333333333333,90.38499999999999,90.36999999999999,342,2021-01-11 04:00:00
114,_DXY,90.39,90.4,90.25,90.41,90.33,90.35333333333334,90.36500000000001,90.3625,728,2021-01-11 08:00:00
115,_DXY,90.4,90.61,90.39,90.63,90.50999999999999,90.54333333333334,90.56,90.5075,801,2021-01-11 12:00:00
116,_DXY,90.61,90.39,90.35,90.72,90.535,90.48666666666666,90.46249999999999,90.5175,1182,2021-01-11 16:00:00
117,_DXY,90.39,90.53,90.37,90.53,90.45,90.47666666666667,90.49000000000001,90.455,343,2021-01-11 20:00:00
118,_DXY,90.53,90.56,90.44,90.59,90.515,90.53000000000002,90.53750000000001,90.53,116,2021-01-12 00:00:00
119,_DXY,90.55,90.5,90.5,90.6,90.55,90.53333333333335,90.525,90.53750000000001,273,2021-01-12 04:00:00
120,_DXY,90.5,90.32,90.28,90.5,90.39,90.36666666666667,90.355,90.4,642,2021-01-12 08:00:00
121,_DXY,90.32,90.47,90.3,90.5,90.4,90.42333333333333,90.435,90.3975,758,2021-01-12 12:00:00
122,_DXY,90.47,90.27,90.26,90.53,90.39500000000001,90.35333333333334,90.3325,90.3825,830,2021-01-12 16:00:00
123,_DXY,90.28,90.01,90.0,90.28,90.14,90.09666666666668,90.075,90.14250000000001,614,2021-01-12 20:00:00
124,_DXY,89.98,89.92,89.92,90.01,89.965,89.95,89.94250000000001,89.95750000000001,92,2021-01-13 00:00:00
125,_DXY,89.92,89.98,89.9,90.0,89.95,89.96,89.965,89.95,233,2021-01-13 04:00:00
126,_DXY,89.98,90.11,89.89,90.16,90.025,90.05333333333334,90.06750000000001,90.03500000000001,610,2021-01-13 08:00:00
127,_DXY,90.11,90.3,90.1,90.3,90.19999999999999,90.23333333333333,90.25,90.2025,741,2021-01-13 12:00:00
128,_DXY,90.28,90.27,90.16,90.44,90.3,90.29,90.285,90.2875,1017,2021-01-13 16:00:00
129,_DXY,90.27,90.32,90.19,90.36,90.275,90.29,90.2975,90.285,403,2021-01-13 20:00:00
130,_DXY,90.26,90.24,90.22,90.27,90.245,90.24333333333334,90.2425,90.2475,38,2021-01-14 00:00:00
131,_DXY,90.24,90.33,90.23,90.47,90.35,90.34333333333332,90.33999999999999,90.3175,381,2021-01-14 04:00:00
132,_DXY,90.33,90.24,90.24,90.43,90.33500000000001,90.30333333333334,90.28750000000001,90.31,618,2021-01-14 08:00:00
133,_DXY,90.23,90.47,90.23,90.56,90.39500000000001,90.42,90.4325,90.3725,662,2021-01-14 12:00:00
134,_DXY,90.48,90.17,90.16,90.53,90.345,90.28666666666668,90.25750000000001,90.33500000000001,860,2021-01-14 16:00:00
135,_DXY,90.15,90.22,90.04,90.27,90.155,90.17666666666666,90.1875,90.16999999999999,624,2021-01-14 20:00:00
136,_DXY,90.21,90.23,90.19,90.25,90.22,90.22333333333334,90.22500000000001,90.22,100,2021-01-15 00:00:00
137,_DXY,90.23,90.34,90.2,90.35,90.275,90.29666666666667,90.3075,90.28,276,2021-01-15 04:00:00
138,_DXY,90.33,90.38,90.27,90.44,90.35499999999999,90.36333333333333,90.36749999999999,90.35499999999999,633,2021-01-15 08:00:00
139,_DXY,90.36,90.52,90.31,90.53,90.42,90.45333333333333,90.47,90.43,1413,2021-01-15 12:00:00
140,_DXY,90.53,90.63,90.47,90.75,90.61,90.61666666666667,90.62,90.595,2607,2021-01-15 16:00:00
141,_DXY,90.63,90.76,90.62,90.78,90.7,90.72000000000001,90.73,90.6975,1190,2021-01-15 20:00:00
142,_DXY,90.77,90.74,90.73,90.81,90.77000000000001,90.76,90.75500000000001,90.7625,386,2021-01-18 00:00:00
143,_DXY,90.75,90.77,90.7,90.86,90.78,90.77666666666666,90.77499999999999,90.77,1138,2021-01-18 04:00:00
144,_DXY,90.79,90.91,90.75,90.93,90.84,90.86333333333334,90.875,90.84500000000001,1688,2021-01-18 08:00:00
145,_DXY,90.91,90.84,90.79,90.94,90.86500000000001,90.85666666666668,90.85250000000002,90.87,1645,2021-01-18 12:00:00
146,_DXY,90.83,90.76,90.72,90.88,90.8,90.78666666666668,90.78,90.7975,1431,2021-01-18 16:00:00
147,_DXY,90.78,90.77,90.76,90.78,90.77000000000001,90.77,90.77,90.77250000000001,12,2021-01-18 20:00:00
148,_DXY,90.67,90.65,90.61,90.69,90.65,90.65000000000002,90.65,90.65500000000002,340,2021-01-19 00:00:00
149,_DXY,90.64,90.65,90.62,90.69,90.655,90.65333333333335,90.6525,90.65,1071,2021-01-19 04:00:00
150,_DXY,90.67,90.53,90.52,90.74,90.63,90.59666666666665,90.57999999999998,90.615,1723,2021-01-19 08:00:00
151,_DXY,90.53,90.43,90.4,90.55,90.475,90.46,90.4525,90.47749999999999,1923,2021-01-19 12:00:00
152,_DXY,90.44,90.5,90.38,90.56,90.47,90.48,90.485,90.47,2108,2021-01-19 16:00:00
153,_DXY,90.5,90.45,90.45,90.53,90.49000000000001,90.47666666666667,90.47,90.4825,966,2021-01-19 20:00:00
154,_DXY,90.38,90.37,90.35,90.43,90.39,90.38333333333333,90.38,90.3825,265,2021-01-20 00:00:00
155,_DXY,90.36,90.33,90.3,90.38,90.34,90.33666666666666,90.335,90.3425,906,2021-01-20 04:00:00
156,_DXY,90.32,90.42,90.24,90.45,90.345,90.37,90.38250000000001,90.3575,1812,2021-01-20 08:00:00
157,_DXY,90.4,90.5,90.39,90.59,90.49000000000001,90.49333333333334,90.495,90.47,1959,2021-01-20 12:00:00
158,_DXY,90.53,90.48,90.37,90.69,90.53,90.51333333333334,90.50500000000001,90.51750000000001,2232,2021-01-20 16:00:00
159,_DXY,90.48,90.42,90.41,90.5,90.455,90.44333333333333,90.4375,90.4525,1107,2021-01-20 20:00:00
160,_DXY,90.38,90.34,90.3,90.4,90.35,90.34666666666665,90.345,90.35499999999999,272,2021-01-21 00:00:00
161,_DXY,90.34,90.24,90.23,90.36,90.295,90.27666666666666,90.2675,90.29249999999999,742,2021-01-21 04:00:00
162,_DXY,90.25,90.17,90.16,90.37,90.265,90.23333333333333,90.2175,90.2375,1715,2021-01-21 08:00:00
163,_DXY,90.18,90.08,90.04,90.25,90.14500000000001,90.12333333333333,90.1125,90.1375,1413,2021-01-21 12:00:00
164,_DXY,90.06,90.2,90.03,90.27,90.15,90.16666666666667,90.175,90.14,1311,2021-01-21 16:00:00
165,_DXY,90.19,90.05,90.05,90.21,90.13,90.10333333333334,90.09,90.125,974,2021-01-21 20:00:00
166,_DXY,90.06,90.09,90.06,90.14,90.1,90.09666666666665,90.095,90.08749999999999,253,2021-01-22 00:00:00
167,_DXY,90.08,90.11,90.06,90.12,90.09,90.09666666666668,90.10000000000001,90.0925,769,2021-01-22 04:00:00
168,_DXY,90.12,90.19,90.05,90.27,90.16,90.17,90.175,90.1575,1959,2021-01-22 08:00:00
169,_DXY,90.17,90.24,90.1,90.3,90.19999999999999,90.21333333333332,90.22,90.2025,1967,2021-01-22 12:00:00
170,_DXY,90.24,90.22,90.09,90.3,90.195,90.20333333333333,90.20750000000001,90.2125,1994,2021-01-22 16:00:00
171,_DXY,90.22,90.2,90.18,90.24,90.21000000000001,90.20666666666666,90.205,90.21000000000001,837,2021-01-22 20:00:00
172,_DXY,90.18,90.23,90.18,90.27,90.225,90.22666666666667,90.2275,90.215,351,2021-01-25 00:00:00
173,_DXY,90.22,90.09,90.08,90.26,90.17,90.14333333333333,90.13,90.1625,732,2021-01-25 04:00:00
174,_DXY,90.08,90.3,90.06,90.31,90.185,90.22333333333334,90.2425,90.1875,1812,2021-01-25 08:00:00
175,_DXY,90.3,90.29,90.2,90.34,90.27000000000001,90.27666666666669,90.28000000000002,90.28250000000001,1926,2021-01-25 12:00:00
176,_DXY,90.28,90.33,90.25,90.5,90.375,90.36,90.35249999999999,90.34,2385,2021-01-25 16:00:00
177,_DXY,90.33,90.31,90.31,90.38,90.345,90.33333333333333,90.3275,90.3325,1114,2021-01-25 20:00:00
178,_DXY,90.31,90.29,90.29,90.39,90.34,90.32333333333334,90.31500000000001,90.32000000000001,221,2021-01-26 00:00:00
179,_DXY,90.29,90.41,90.28,90.45,90.36500000000001,90.38,90.38749999999999,90.3575,773,2021-01-26 04:00:00
180,_DXY,90.42,90.42,90.36,90.59,90.475,90.45666666666666,90.4475,90.4475,1907,2021-01-26 08:00:00
181,_DXY,90.42,90.18,90.17,90.47,90.32,90.27333333333333,90.25,90.31,1783,2021-01-26 12:00:00
182,_DXY,90.19,90.18,90.08,90.28,90.18,90.18,90.18,90.1825,2069,2021-01-26 16:00:00
183,_DXY,90.18,90.14,90.11,90.19,90.15,90.14666666666666,90.145,90.155,758,2021-01-26 20:00:00
184,_DXY,90.15,90.17,90.12,90.19,90.155,90.16000000000001,90.16250000000001,90.1575,263,2021-01-27 00:00:00
185,_DXY,90.18,90.16,90.14,90.24,90.19,90.17999999999999,90.17499999999998,90.17999999999999,684,2021-01-27 04:00:00
186,_DXY,90.15,90.38,90.13,90.41,90.27,90.30666666666666,90.32499999999999,90.26749999999998,1836,2021-01-27 08:00:00
187,_DXY,90.39,90.61,90.31,90.61,90.46000000000001,90.51,90.53500000000001,90.48,2213,2021-01-27 12:00:00
188,_DXY,90.59,90.48,90.47,90.88,90.675,90.61,90.5775,90.60499999999999,2816,2021-01-27 16:00:00
189,_DXY,90.48,90.55,90.41,90.69,90.55,90.55,90.55,90.5325,2133,2021-01-27 20:00:00
190,_DXY,90.56,90.66,90.56,90.77,90.66499999999999,90.66333333333334,90.6625,90.6375,434,2021-01-28 00:00:00
191,_DXY,90.67,90.72,90.64,90.77,90.705,90.71,90.7125,90.7,1135,2021-01-28 04:00:00
192,_DXY,90.67,90.7,90.64,90.85,90.745,90.73,90.7225,90.715,2225,2021-01-28 08:00:00
193,_DXY,90.7,90.54,90.53,90.81,90.67,90.62666666666667,90.605,90.645,2225,2021-01-28 12:00:00
194,_DXY,90.53,90.45,90.4,90.66,90.53,90.50333333333333,90.49,90.50999999999999,2769,2021-01-28 16:00:00
195,_DXY,90.46,90.52,90.37,90.54,90.45500000000001,90.47666666666667,90.4875,90.4725,1486,2021-01-28 20:00:00
196,_DXY,90.62,90.63,90.57,90.64,90.60499999999999,90.61333333333333,90.61749999999999,90.615,311,2021-01-29 00:00:00
197,_DXY,90.63,90.7,90.62,90.74,90.68,90.68666666666667,90.69,90.6725,943,2021-01-29 04:00:00
198,_DXY,90.69,90.69,90.62,90.76,90.69,90.69,90.69,90.69,2141,2021-01-29 08:00:00
199,_DXY,90.69,90.38,90.36,90.75,90.555,90.49666666666667,90.4675,90.545,2530,2021-01-29 12:00:00
200,_DXY,90.37,90.54,90.33,90.58,90.455,90.48333333333333,90.4975,90.455,2663,2021-01-29 16:00:00
201,_DXY,90.55,90.54,90.5,90.6,90.55,90.54666666666667,90.545,90.5475,1675,2021-01-29 20:00:00
202,_DXY,90.54,90.54,90.48,90.58,90.53,90.53333333333335,90.53500000000001,90.53500000000001,322,2021-02-01 00:00:00
203,_DXY,90.54,90.49,90.48,90.56,90.52000000000001,90.51,90.50500000000001,90.51750000000001,971,2021-02-01 04:00:00
204,_DXY,90.5,90.73,90.48,90.82,90.65,90.67666666666668,90.69000000000001,90.63250000000001,2089,2021-02-01 08:00:00
205,_DXY,90.75,90.87,90.72,90.91,90.815,90.83333333333333,90.8425,90.8125,2353,2021-02-01 12:00:00
206,_DXY,90.86,90.95,90.76,91.0,90.88,90.90333333333332,90.91499999999999,90.8925,2257,2021-02-01 16:00:00
207,_DXY,90.95,91.03,90.88,91.05,90.965,90.98666666666668,90.9975,90.9775,1327,2021-02-01 20:00:00
208,_DXY,90.96,90.84,90.83,91.03,90.93,90.90000000000002,90.88500000000002,90.915,313,2021-02-02 00:00:00
209,_DXY,90.84,90.92,90.82,90.94,90.88,90.89333333333333,90.9,90.88,1021,2021-02-02 04:00:00
210,_DXY,90.92,90.91,90.79,91.0,90.89500000000001,90.90000000000002,90.9025,90.90500000000002,1739,2021-02-02 08:00:00
211,_DXY,90.92,91.1,90.89,91.17,91.03,91.05333333333333,91.065,91.02,2478,2021-02-02 12:00:00
212,_DXY,91.09,91.2,91.06,91.28,91.17,91.18,91.185,91.1575,2056,2021-02-02 16:00:00
213,_DXY,91.2,91.01,91.01,91.24,91.125,91.08666666666666,91.0675,91.115,1410,2021-02-02 20:00:00
214,_DXY,91.01,91.01,90.97,91.04,91.005,91.00666666666666,91.0075,91.0075,289,2021-02-03 00:00:00
215,_DXY,90.98,91.03,90.98,91.06,91.02000000000001,91.02333333333335,91.025,91.01250000000002,761,2021-02-03 04:00:00
216,_DXY,91.04,91.17,91.03,91.25,91.14,91.14999999999999,91.155,91.1225,1814,2021-02-03 08:00:00
217,_DXY,91.18,91.2,91.14,91.3,91.22,91.21333333333332,91.21,91.205,1628,2021-02-03 12:00:00
218,_DXY,91.2,91.12,91.1,91.28,91.19,91.16666666666667,91.155,91.175,2219,2021-02-03 16:00:00
219,_DXY,91.11,91.08,91.08,91.17,91.125,91.11,91.10249999999999,91.11,1200,2021-02-03 20:00:00
220,_DXY,91.11,91.11,91.08,91.12,91.1,91.10333333333334,91.105,91.105,295,2021-02-04 00:00:00
221,_DXY,91.11,91.25,91.08,91.29,91.185,91.20666666666666,91.2175,91.1825,1117,2021-02-04 04:00:00
222,_DXY,91.26,91.39,91.25,91.47,91.36,91.37,91.375,91.3425,1929,2021-02-04 08:00:00
223,_DXY,91.45,91.37,91.31,91.49,91.4,91.39,91.385,91.405,2159,2021-02-04 12:00:00
224,_DXY,91.39,91.55,91.36,91.58,91.47,91.49666666666667,91.51,91.47,1819,2021-02-04 16:00:00
225,_DXY,91.56,91.56,91.51,91.58,91.545,91.55,91.5525,91.5525,864,2021-02-04 20:00:00
226,_DXY,91.49,91.5,91.48,91.54,91.51,91.50666666666666,91.505,91.5025,246,2021-02-05 00:00:00
