,USDSGD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
13,USDSGD_i,1.33219,1.3303099999999999,1.3302800000000001,1.3326500000000001,1.3314650000000001,1.33108,1.3308875,1.3313575,1437,2020-12-23 20:00:00
14,USDSGD_i,1.3303099999999999,1.3306,1.32832,1.33171,1.330015,1.33021,1.3303075,1.330235,2019,2020-12-24 00:00:00
15,USDSGD_i,1.33061,1.3296000000000001,1.32868,1.3308200000000001,1.3297500000000002,1.3297,1.3296750000000002,1.3299275000000002,1834,2020-12-24 04:00:00
16,USDSGD_i,1.3296000000000001,1.3286,1.32805,1.32973,1.32889,1.3287933333333333,1.3287449999999998,1.328995,1711,2020-12-24 08:00:00
17,USDSGD_i,1.3286,1.32824,1.32767,1.329,1.328335,1.3283033333333334,1.3282875,1.3283775,1226,2020-12-24 12:00:00
18,USDSGD_i,1.32833,1.32859,1.32817,1.32915,1.3286600000000002,1.328636666666667,1.3286250000000002,1.3285600000000002,2034,2020-12-24 16:00:00
19,USDSGD_i,1.32859,1.3283,1.32827,1.32895,1.32861,1.3285066666666667,1.328455,1.3285275,97,2020-12-24 20:00:00
20,USDSGD_i,1.32794,1.32759,1.3275000000000001,1.32931,1.328405,1.3281333333333334,1.3279975,1.328085,1700,2020-12-28 00:00:00
21,USDSGD_i,1.32759,1.32732,1.32678,1.32794,1.32736,1.327346666666667,1.3273400000000002,1.3274075,1439,2020-12-28 04:00:00
22,USDSGD_i,1.32732,1.3274599999999999,1.32718,1.32819,1.327685,1.32761,1.3275725,1.3275375,1491,2020-12-28 08:00:00
23,USDSGD_i,1.3274599999999999,1.32903,1.3272300000000001,1.3294000000000001,1.3283150000000001,1.3285533333333335,1.3286725000000001,1.32828,1810,2020-12-28 12:00:00
24,USDSGD_i,1.32903,1.3302100000000001,1.32858,1.3309,1.3297400000000001,1.3298966666666667,1.3299750000000001,1.3296800000000002,2905,2020-12-28 16:00:00
25,USDSGD_i,1.33019,1.3300100000000001,1.32977,1.331,1.330385,1.33026,1.3301975000000001,1.3302425,1602,2020-12-28 20:00:00
26,USDSGD_i,1.3300100000000001,1.3290899999999999,1.3284799999999999,1.3308,1.32964,1.3294566666666665,1.329365,1.3295949999999999,1918,2020-12-29 00:00:00
27,USDSGD_i,1.3290899999999999,1.32868,1.3284099999999999,1.32934,1.328875,1.32881,1.3287775000000002,1.32888,1811,2020-12-29 04:00:00
28,USDSGD_i,1.32868,1.32756,1.32688,1.3287200000000001,1.3278,1.32772,1.32768,1.32796,1539,2020-12-29 08:00:00
29,USDSGD_i,1.32756,1.32711,1.32704,1.32809,1.3275649999999999,1.3274133333333333,1.3273375,1.32745,1401,2020-12-29 12:00:00
30,USDSGD_i,1.3271,1.32757,1.32669,1.32791,1.3273,1.32739,1.327435,1.3273175,3201,2020-12-29 16:00:00
31,USDSGD_i,1.32756,1.32671,1.32671,1.32801,1.32736,1.3271433333333336,1.3270350000000002,1.3272475000000001,1870,2020-12-29 20:00:00
32,USDSGD_i,1.32681,1.3258,1.32578,1.32699,1.326385,1.32619,1.3260925000000001,1.3263449999999999,1301,2020-12-30 00:00:00
33,USDSGD_i,1.32578,1.3247200000000001,1.32408,1.32589,1.3249849999999999,1.3248966666666666,1.3248525,1.3251175,1896,2020-12-30 04:00:00
34,USDSGD_i,1.3247200000000001,1.32508,1.32395,1.32575,1.32485,1.3249266666666666,1.324965,1.324875,1967,2020-12-30 08:00:00
35,USDSGD_i,1.32507,1.32272,1.32272,1.32507,1.3238949999999998,1.3235033333333333,1.3233074999999999,1.3238949999999998,1477,2020-12-30 12:00:00
36,USDSGD_i,1.3227,1.32337,1.322,1.3241800000000001,1.32309,1.3231833333333334,1.32323,1.3230625,3305,2020-12-30 16:00:00
37,USDSGD_i,1.32337,1.32285,1.32285,1.32412,1.323485,1.3232733333333335,1.3231675,1.3232975,1681,2020-12-30 20:00:00
38,USDSGD_i,1.32287,1.32138,1.32129,1.32287,1.3220800000000001,1.3218466666666668,1.32173,1.3221025000000002,1236,2020-12-31 00:00:00
39,USDSGD_i,1.32138,1.32222,1.32108,1.3228,1.3219400000000001,1.3220333333333334,1.32208,1.32187,1899,2020-12-31 04:00:00
40,USDSGD_i,1.32222,1.32207,1.32055,1.32266,1.321605,1.32176,1.3218375,1.321875,1919,2020-12-31 08:00:00
41,USDSGD_i,1.32207,1.32051,1.32049,1.32237,1.3214299999999999,1.3211233333333332,1.32097,1.3213599999999999,1786,2020-12-31 12:00:00
42,USDSGD_i,1.32051,1.32101,1.32017,1.32278,1.321475,1.32132,1.3212425,1.3211175000000002,2430,2020-12-31 16:00:00
43,USDSGD_i,1.32101,1.32158,1.32099,1.32177,1.32138,1.3214466666666667,1.32148,1.3213375,138,2020-12-31 20:00:00
44,USDSGD_i,1.31979,1.31932,1.31907,1.32172,1.320395,1.3200366666666667,1.3198575000000001,1.3199750000000001,2080,2021-01-04 00:00:00
45,USDSGD_i,1.31933,1.31718,1.31698,1.31951,1.3182450000000001,1.31789,1.3177125,1.31825,2643,2021-01-04 04:00:00
46,USDSGD_i,1.31718,1.31649,1.31598,1.3178,1.31689,1.3167566666666666,1.31669,1.3168625,1825,2021-01-04 08:00:00
47,USDSGD_i,1.31649,1.31751,1.31598,1.3178,1.31689,1.3170966666666666,1.3172,1.316945,2033,2021-01-04 12:00:00
48,USDSGD_i,1.31746,1.3204799999999999,1.31699,1.32146,1.319225,1.3196433333333333,1.3198525,1.3190975,5329,2021-01-04 16:00:00
49,USDSGD_i,1.32057,1.32047,1.3194,1.32063,1.320015,1.3201666666666665,1.3202425,1.3202675,3680,2021-01-04 20:00:00
50,USDSGD_i,1.32047,1.31932,1.31824,1.3205,1.3193700000000002,1.3193533333333336,1.3193450000000002,1.3196325000000002,2478,2021-01-05 00:00:00
51,USDSGD_i,1.3193,1.31825,1.31697,1.31966,1.3183150000000001,1.3182933333333333,1.3182825,1.318545,3008,2021-01-05 04:00:00
52,USDSGD_i,1.31825,1.31868,1.31788,1.31961,1.3187449999999998,1.3187233333333332,1.3187125,1.3186049999999998,2382,2021-01-05 08:00:00
53,USDSGD_i,1.31868,1.3192599999999999,1.31778,1.31928,1.31853,1.3187733333333334,1.318895,1.31875,1917,2021-01-05 12:00:00
54,USDSGD_i,1.3192599999999999,1.31718,1.3171300000000001,1.31958,1.318355,1.3179633333333334,1.3177675,1.3182874999999998,3626,2021-01-05 16:00:00
55,USDSGD_i,1.31718,1.31729,1.31699,1.3179,1.3174450000000002,1.3173933333333334,1.3173675,1.3173400000000002,2381,2021-01-05 20:00:00
56,USDSGD_i,1.31729,1.31816,1.31613,1.3187,1.317415,1.3176633333333332,1.3177875,1.31757,2739,2021-01-06 00:00:00
57,USDSGD_i,1.31815,1.31782,1.31729,1.31969,1.3184900000000002,1.318266666666667,1.3181550000000002,1.3182375000000002,3500,2021-01-06 04:00:00
58,USDSGD_i,1.31782,1.31638,1.31628,1.31786,1.31707,1.31684,1.316725,1.317085,2459,2021-01-06 08:00:00
59,USDSGD_i,1.31637,1.31852,1.3155000000000001,1.31863,1.317065,1.31755,1.3177925,1.3172549999999998,1825,2021-01-06 12:00:00
60,USDSGD_i,1.31853,1.31849,1.31758,1.32088,1.3192300000000001,1.3189833333333334,1.31886,1.31887,4436,2021-01-06 16:00:00
61,USDSGD_i,1.31849,1.31742,1.31738,1.31962,1.3185,1.3181399999999999,1.31796,1.3182274999999999,3962,2021-01-06 20:00:00
62,USDSGD_i,1.31742,1.31782,1.31669,1.31798,1.317335,1.3174966666666668,1.3175775,1.3174775,1059,2021-01-07 00:00:00
63,USDSGD_i,1.31782,1.31856,1.3177400000000001,1.31958,1.31866,1.3186266666666666,1.3186099999999998,1.318425,1470,2021-01-07 04:00:00
64,USDSGD_i,1.31857,1.32213,1.31789,1.3228,1.320345,1.32094,1.3212375,1.3203475,2122,2021-01-07 08:00:00
65,USDSGD_i,1.32212,1.3237999999999999,1.32171,1.32572,1.323715,1.3237433333333333,1.3237575,1.3233375,3314,2021-01-07 12:00:00
66,USDSGD_i,1.3237999999999999,1.32583,1.32327,1.32683,1.32505,1.32531,1.32544,1.3249325,4399,2021-01-07 16:00:00
67,USDSGD_i,1.32578,1.3242099999999999,1.3242099999999999,1.32589,1.32505,1.32477,1.32463,1.3250225,3414,2021-01-07 20:00:00
68,USDSGD_i,1.3242099999999999,1.3262399999999999,1.3226200000000001,1.3285,1.32556,1.3257866666666667,1.3258999999999999,1.3253925,1679,2021-01-08 00:00:00
69,USDSGD_i,1.3262399999999999,1.3256299999999999,1.32403,1.32684,1.3254350000000001,1.3255000000000001,1.3255325,1.325685,1884,2021-01-08 04:00:00
70,USDSGD_i,1.32566,1.32428,1.32397,1.32681,1.32539,1.32502,1.324835,1.32518,2647,2021-01-08 08:00:00
71,USDSGD_i,1.32428,1.32162,1.32155,1.32483,1.3231899999999999,1.3226666666666667,1.322405,1.32307,2540,2021-01-08 12:00:00
72,USDSGD_i,1.32162,1.32526,1.32118,1.32584,1.32351,1.3240933333333333,1.324385,1.323475,4534,2021-01-08 16:00:00
73,USDSGD_i,1.32526,1.32529,1.3247200000000001,1.32785,1.326285,1.3259533333333333,1.3257875,1.32578,3630,2021-01-08 20:00:00
74,USDSGD_i,1.3251,1.32983,1.32468,1.33049,1.327585,1.3283333333333334,1.3287075000000002,1.327525,1620,2021-01-11 00:00:00
75,USDSGD_i,1.32987,1.3305799999999999,1.32987,1.3320699999999999,1.33097,1.33084,1.330775,1.3305975,2035,2021-01-11 04:00:00
76,USDSGD_i,1.3305799999999999,1.3296000000000001,1.32822,1.33098,1.3296000000000001,1.3296000000000001,1.3296000000000001,1.3298450000000002,2466,2021-01-11 08:00:00
77,USDSGD_i,1.3296000000000001,1.33161,1.3289900000000001,1.3317999999999999,1.330395,1.3308,1.3310024999999999,1.3305,2241,2021-01-11 12:00:00
78,USDSGD_i,1.33157,1.32943,1.3289,1.33224,1.33057,1.33019,1.33,1.330535,4145,2021-01-11 16:00:00
79,USDSGD_i,1.32943,1.33112,1.3287,1.33118,1.3299400000000001,1.3303333333333336,1.3305300000000002,1.3301075,1987,2021-01-11 20:00:00
80,USDSGD_i,1.33112,1.33032,1.32849,1.33148,1.329985,1.3300966666666667,1.3301525,1.3303525,1928,2021-01-12 00:00:00
81,USDSGD_i,1.33029,1.32987,1.32978,1.33181,1.330795,1.3304866666666666,1.3303325,1.3304375,1804,2021-01-12 04:00:00
82,USDSGD_i,1.32987,1.32767,1.32717,1.33,1.328585,1.32828,1.3281275,1.3286775,2261,2021-01-12 08:00:00
83,USDSGD_i,1.32767,1.32862,1.32703,1.32912,1.3280750000000001,1.3282566666666666,1.3283475,1.3281100000000001,2375,2021-01-12 12:00:00
84,USDSGD_i,1.32861,1.32622,1.32607,1.32915,1.32761,1.3271466666666667,1.326915,1.3275125,3898,2021-01-12 16:00:00
85,USDSGD_i,1.32623,1.32284,1.32284,1.32639,1.324615,1.3240233333333336,1.3237275000000002,1.324575,2755,2021-01-12 20:00:00
86,USDSGD_i,1.32284,1.32181,1.32165,1.32355,1.3226,1.3223366666666667,1.322205,1.3224625,1159,2021-01-13 00:00:00
87,USDSGD_i,1.32181,1.32269,1.32169,1.32374,1.322715,1.3227066666666667,1.3227025,1.3224825,1396,2021-01-13 04:00:00
88,USDSGD_i,1.32268,1.3245,1.32148,1.32489,1.323185,1.3236233333333334,1.3238425,1.3233875,2090,2021-01-13 08:00:00
89,USDSGD_i,1.3244799999999999,1.32561,1.3244799999999999,1.32639,1.325435,1.3254933333333332,1.3255225,1.32524,2385,2021-01-13 12:00:00
90,USDSGD_i,1.32561,1.32575,1.32444,1.32713,1.325785,1.3257733333333332,1.3257675,1.3257325,4079,2021-01-13 16:00:00
91,USDSGD_i,1.32574,1.32686,1.32477,1.32691,1.32584,1.32618,1.32635,1.3260699999999999,2551,2021-01-13 20:00:00
92,USDSGD_i,1.32686,1.32493,1.3237999999999999,1.32686,1.32533,1.3251966666666666,1.32513,1.3256124999999999,1193,2021-01-14 00:00:00
93,USDSGD_i,1.32495,1.3266,1.32495,1.32772,1.326335,1.3264233333333333,1.3264675000000001,1.326055,2072,2021-01-14 04:00:00
94,USDSGD_i,1.3266,1.32477,1.32465,1.32765,1.3261500000000002,1.32569,1.32546,1.3259175,2254,2021-01-14 08:00:00
95,USDSGD_i,1.32477,1.32742,1.3247,1.32785,1.3262749999999999,1.3266566666666666,1.3268475,1.326185,2341,2021-01-14 12:00:00
96,USDSGD_i,1.32741,1.32342,1.32308,1.3281,1.32559,1.3248666666666666,1.324505,1.3255025,3728,2021-01-14 16:00:00
97,USDSGD_i,1.32342,1.32432,1.32308,1.32483,1.323955,1.3240766666666666,1.3241375,1.3239125,3003,2021-01-14 20:00:00
98,USDSGD_i,1.32434,1.3253300000000001,1.32241,1.32548,1.3239450000000001,1.3244066666666667,1.3246375000000001,1.3243900000000002,1267,2021-01-15 00:00:00
99,USDSGD_i,1.3253300000000001,1.32623,1.32462,1.32648,1.32555,1.3257766666666668,1.32589,1.325665,1430,2021-01-15 04:00:00
100,USDSGD_i,1.32623,1.3274599999999999,1.32529,1.32795,1.3266200000000001,1.3269,1.32704,1.3267325,2165,2021-01-15 08:00:00
101,USDSGD_i,1.32744,1.32924,1.32668,1.32932,1.328,1.3284133333333334,1.32862,1.32817,2688,2021-01-15 12:00:00
102,USDSGD_i,1.32924,1.3292,1.32812,1.33086,1.3294899999999998,1.3293933333333332,1.329345,1.329355,4652,2021-01-15 16:00:00
103,USDSGD_i,1.32919,1.33075,1.32919,1.3309,1.3300450000000001,1.3302800000000001,1.3303975000000001,1.3300075000000002,2572,2021-01-15 20:00:00
104,USDSGD_i,1.32858,1.33033,1.3281399999999999,1.33147,1.329805,1.32998,1.3300675,1.3296299999999999,1310,2021-01-18 00:00:00
105,USDSGD_i,1.33027,1.3317999999999999,1.32988,1.33293,1.331405,1.3315366666666666,1.3316024999999998,1.33122,1942,2021-01-18 04:00:00
106,USDSGD_i,1.3317999999999999,1.33273,1.33095,1.3333599999999999,1.332155,1.3323466666666668,1.3324425,1.33221,2646,2021-01-18 08:00:00
107,USDSGD_i,1.33266,1.33127,1.3312300000000001,1.33301,1.3321200000000002,1.3318366666666668,1.331695,1.3320425,2084,2021-01-18 12:00:00
108,USDSGD_i,1.33127,1.3308200000000001,1.33038,1.33161,1.330995,1.3309366666666667,1.3309075,1.33102,1878,2021-01-18 16:00:00
109,USDSGD_i,1.33078,1.33016,1.32978,1.33078,1.3302800000000001,1.33024,1.3302200000000002,1.330375,398,2021-01-18 20:00:00
110,USDSGD_i,1.33016,1.329,1.3281,1.33049,1.3292950000000001,1.3291966666666666,1.3291475,1.3294375,1723,2021-01-19 00:00:00
111,USDSGD_i,1.3289900000000001,1.32969,1.32852,1.33026,1.32939,1.32949,1.3295400000000002,1.3293650000000001,1699,2021-01-19 04:00:00
112,USDSGD_i,1.32969,1.3292,1.32862,1.33161,1.330115,1.32981,1.3296575,1.32978,2324,2021-01-19 08:00:00
113,USDSGD_i,1.32921,1.32802,1.32758,1.32921,1.328395,1.32827,1.3282075,1.328505,2652,2021-01-19 12:00:00
114,USDSGD_i,1.32802,1.32903,1.32754,1.32966,1.3286,1.3287433333333334,1.328815,1.3285624999999999,4074,2021-01-19 16:00:00
115,USDSGD_i,1.32903,1.32886,1.32882,1.32951,1.329165,1.3290633333333333,1.3290125,1.3290549999999999,1720,2021-01-19 20:00:00
116,USDSGD_i,1.32886,1.32713,1.32639,1.32886,1.3276249999999998,1.3274599999999999,1.3273774999999999,1.32781,1564,2021-01-20 00:00:00
117,USDSGD_i,1.32712,1.32535,1.3252,1.32713,1.326165,1.3258933333333334,1.3257575000000001,1.3262,1592,2021-01-20 04:00:00
118,USDSGD_i,1.32535,1.32554,1.32462,1.32659,1.325605,1.3255833333333333,1.3255725,1.325525,2170,2021-01-20 08:00:00
119,USDSGD_i,1.32553,1.32584,1.32529,1.32664,1.325965,1.3259233333333333,1.3259025,1.325825,2506,2021-01-20 12:00:00
120,USDSGD_i,1.32584,1.32548,1.32431,1.32642,1.3253650000000001,1.3254033333333333,1.3254225,1.3255124999999999,4172,2021-01-20 16:00:00
121,USDSGD_i,1.32546,1.32457,1.32428,1.32555,1.3249149999999998,1.3248,1.3247425,1.324965,1464,2021-01-20 20:00:00
122,USDSGD_i,1.32459,1.3241,1.32313,1.32578,1.324455,1.3243366666666667,1.3242775,1.3244,1469,2021-01-21 00:00:00
123,USDSGD_i,1.32412,1.32287,1.32281,1.32446,1.323635,1.32338,1.3232525,1.3235649999999999,1437,2021-01-21 04:00:00
124,USDSGD_i,1.32287,1.32271,1.32252,1.32444,1.32348,1.3232233333333332,1.323095,1.323135,2341,2021-01-21 08:00:00
125,USDSGD_i,1.32271,1.32325,1.32179,1.3233,1.3225449999999999,1.3227799999999998,1.3228974999999998,1.3227624999999998,3311,2021-01-21 12:00:00
126,USDSGD_i,1.32329,1.32335,1.3219,1.3243,1.3231000000000002,1.3231833333333334,1.323225,1.32321,4424,2021-01-21 16:00:00
127,USDSGD_i,1.32335,1.32196,1.32178,1.32336,1.32257,1.3223666666666667,1.322265,1.3226125,1564,2021-01-21 20:00:00
128,USDSGD_i,1.32196,1.32349,1.32095,1.32412,1.322535,1.3228533333333334,1.3230125,1.32263,1779,2021-01-22 00:00:00
129,USDSGD_i,1.3235000000000001,1.3244799999999999,1.32307,1.32457,1.32382,1.3240399999999999,1.32415,1.3239049999999999,1171,2021-01-22 04:00:00
130,USDSGD_i,1.3244799999999999,1.32661,1.32446,1.32722,1.32584,1.3260966666666667,1.326225,1.3256925,2120,2021-01-22 08:00:00
131,USDSGD_i,1.32661,1.32812,1.32632,1.32852,1.32742,1.3276533333333334,1.3277700000000001,1.3273925000000002,2243,2021-01-22 12:00:00
132,USDSGD_i,1.32813,1.32819,1.32638,1.32831,1.327345,1.3276266666666665,1.3277675,1.3277525,3938,2021-01-22 16:00:00
133,USDSGD_i,1.32819,1.32797,1.3254299999999999,1.32864,1.327035,1.3273466666666667,1.3275025,1.3275575,1537,2021-01-22 20:00:00
134,USDSGD_i,1.32534,1.32732,1.32529,1.32803,1.32666,1.32688,1.3269900000000001,1.326495,1507,2021-01-25 00:00:00
135,USDSGD_i,1.32732,1.32529,1.32529,1.32732,1.326305,1.3259666666666667,1.3257975,1.326305,1299,2021-01-25 04:00:00
136,USDSGD_i,1.32529,1.32701,1.32487,1.3274,1.3261349999999998,1.3264266666666666,1.3265725,1.3261425,2159,2021-01-25 08:00:00
137,USDSGD_i,1.32701,1.32684,1.32576,1.32725,1.326505,1.3266166666666666,1.3266725,1.326715,1823,2021-01-25 12:00:00
138,USDSGD_i,1.32684,1.32738,1.3262800000000001,1.3294000000000001,1.3278400000000001,1.3276866666666667,1.32761,1.327475,3186,2021-01-25 16:00:00
139,USDSGD_i,1.32738,1.32701,1.32701,1.32785,1.32743,1.32729,1.32722,1.3273125000000001,1179,2021-01-25 20:00:00
140,USDSGD_i,1.32701,1.32612,1.32609,1.32795,1.32702,1.3267200000000001,1.32657,1.3267925,1100,2021-01-26 00:00:00
141,USDSGD_i,1.32613,1.32823,1.3259400000000001,1.32861,1.3272750000000002,1.3275933333333334,1.3277525000000001,1.3272275000000002,1431,2021-01-26 04:00:00
142,USDSGD_i,1.32823,1.32743,1.32724,1.32987,1.3285550000000002,1.3281800000000001,1.3279925000000001,1.3281925,2417,2021-01-26 08:00:00
143,USDSGD_i,1.32743,1.3247499999999999,1.32461,1.32763,1.32612,1.3256633333333332,1.325435,1.326105,1852,2021-01-26 12:00:00
144,USDSGD_i,1.32476,1.32494,1.32382,1.32575,1.3247849999999999,1.3248366666666664,1.3248624999999998,1.3248175,2558,2021-01-26 16:00:00
145,USDSGD_i,1.32494,1.32424,1.32408,1.32503,1.324555,1.32445,1.3243975,1.3245725,723,2021-01-26 20:00:00
146,USDSGD_i,1.32426,1.32463,1.32324,1.3248199999999999,1.32403,1.32423,1.32433,1.3242375,1696,2021-01-27 00:00:00
147,USDSGD_i,1.32463,1.32432,1.3242099999999999,1.32584,1.325025,1.32479,1.3246725,1.3247499999999999,2016,2021-01-27 04:00:00
148,USDSGD_i,1.32432,1.32593,1.32395,1.32598,1.324965,1.3252866666666667,1.3254475000000001,1.325045,3098,2021-01-27 08:00:00
149,USDSGD_i,1.32596,1.32802,1.32524,1.32856,1.3269,1.3272733333333333,1.3274599999999999,1.326945,3243,2021-01-27 12:00:00
150,USDSGD_i,1.32802,1.32734,1.32729,1.33138,1.329335,1.32867,1.3283375,1.3285075,5015,2021-01-27 16:00:00
151,USDSGD_i,1.32733,1.3284799999999999,1.3268900000000001,1.32965,1.32827,1.32834,1.3283749999999999,1.3280875,4253,2021-01-27 20:00:00
152,USDSGD_i,1.32846,1.32996,1.32648,1.33218,1.3293300000000001,1.32954,1.329645,1.32927,2810,2021-01-28 00:00:00
153,USDSGD_i,1.32995,1.33109,1.32959,1.33182,1.330705,1.3308333333333333,1.3308975,1.3306125,2502,2021-01-28 04:00:00
154,USDSGD_i,1.33109,1.33203,1.33109,1.33385,1.33247,1.3323233333333333,1.3322500000000002,1.3320150000000002,3666,2021-01-28 08:00:00
155,USDSGD_i,1.33203,1.32983,1.32981,1.33304,1.3314249999999999,1.3308933333333333,1.3306275,1.3311775,4012,2021-01-28 12:00:00
156,USDSGD_i,1.32983,1.3284099999999999,1.3279,1.33026,1.32908,1.3288566666666666,1.328745,1.3291,4729,2021-01-28 16:00:00
157,USDSGD_i,1.3284099999999999,1.32861,1.3271,1.32862,1.3278599999999998,1.32811,1.328235,1.328185,2482,2021-01-28 20:00:00
158,USDSGD_i,1.32861,1.33027,1.32652,1.33045,1.328485,1.32908,1.3293775,1.3289625,2078,2021-01-29 00:00:00
159,USDSGD_i,1.33025,1.33142,1.32999,1.33192,1.3309549999999999,1.33111,1.3311875,1.330895,2952,2021-01-29 04:00:00
160,USDSGD_i,1.3314300000000001,1.32996,1.32913,1.33183,1.33048,1.3303066666666667,1.33022,1.3305875,4193,2021-01-29 08:00:00
161,USDSGD_i,1.32998,1.32682,1.32637,1.33029,1.32833,1.3278266666666667,1.327575,1.328365,4276,2021-01-29 12:00:00
162,USDSGD_i,1.32682,1.32893,1.32599,1.329,1.3274949999999999,1.3279733333333332,1.3282124999999998,1.3276849999999998,5445,2021-01-29 16:00:00
163,USDSGD_i,1.32895,1.32796,1.32754,1.32918,1.32836,1.3282266666666667,1.32816,1.3284075,3483,2021-01-29 20:00:00
164,USDSGD_i,1.32752,1.32948,1.32752,1.33026,1.32889,1.3290866666666667,1.329185,1.328695,2889,2021-02-01 00:00:00
165,USDSGD_i,1.32948,1.32878,1.32854,1.33,1.3292700000000002,1.3291066666666669,1.3290250000000001,1.3292000000000002,3282,2021-02-01 04:00:00
166,USDSGD_i,1.32878,1.33039,1.32866,1.33192,1.33029,1.3303233333333333,1.33034,1.3299375,3555,2021-02-01 08:00:00
167,USDSGD_i,1.33039,1.33197,1.33037,1.33221,1.33129,1.3315166666666667,1.33163,1.331235,3763,2021-02-01 12:00:00
168,USDSGD_i,1.33195,1.33224,1.33111,1.33266,1.331885,1.3320033333333334,1.3320625000000001,1.33199,4514,2021-02-01 16:00:00
169,USDSGD_i,1.33224,1.33273,1.33105,1.33273,1.33189,1.3321699999999999,1.3323099999999999,1.3321874999999999,2730,2021-02-01 20:00:00
170,USDSGD_i,1.3327499999999999,1.33027,1.32999,1.3327499999999999,1.33137,1.3310033333333333,1.3308200000000001,1.33144,2581,2021-02-02 00:00:00
171,USDSGD_i,1.33026,1.3305,1.32976,1.33134,1.3305500000000001,1.3305333333333333,1.330525,1.330465,2786,2021-02-02 04:00:00
172,USDSGD_i,1.3305,1.33074,1.32976,1.33201,1.3308849999999999,1.3308366666666667,1.3308125,1.3307525,3520,2021-02-02 08:00:00
173,USDSGD_i,1.33074,1.33157,1.33041,1.33287,1.3316400000000002,1.331616666666667,1.3316050000000001,1.3313975,3046,2021-02-02 12:00:00
174,USDSGD_i,1.33159,1.33347,1.3314599999999999,1.33389,1.332675,1.33294,1.3330725,1.3326025000000001,4453,2021-02-02 16:00:00
175,USDSGD_i,1.33347,1.33168,1.33141,1.33348,1.3324449999999999,1.33219,1.3320625,1.3325099999999999,2098,2021-02-02 20:00:00
176,USDSGD_i,1.33168,1.33093,1.33044,1.33205,1.331245,1.33114,1.3310875,1.331275,2247,2021-02-03 00:00:00
177,USDSGD_i,1.33093,1.33127,1.33039,1.33179,1.33109,1.33115,1.33118,1.331095,2337,2021-02-03 04:00:00
178,USDSGD_i,1.33127,1.33323,1.3312599999999999,1.33379,1.332525,1.33276,1.3328775,1.3323874999999998,2963,2021-02-03 08:00:00
179,USDSGD_i,1.33322,1.33263,1.33228,1.33382,1.33305,1.33291,1.33284,1.3329875,2726,2021-02-03 12:00:00
180,USDSGD_i,1.33263,1.33254,1.33195,1.33384,1.332895,1.3327766666666667,1.3327175,1.33274,3279,2021-02-03 16:00:00
181,USDSGD_i,1.33254,1.33242,1.33229,1.33356,1.332925,1.3327566666666666,1.3326725,1.3327025,1593,2021-02-03 20:00:00
182,USDSGD_i,1.33242,1.33218,1.33163,1.33316,1.332395,1.3323233333333333,1.3322875,1.3323475,2492,2021-02-04 00:00:00
183,USDSGD_i,1.33218,1.33446,1.33196,1.33483,1.3333949999999999,1.33375,1.3339275,1.3333575,3166,2021-02-04 04:00:00
184,USDSGD_i,1.33446,1.33505,1.334,1.33557,1.334785,1.3348733333333334,1.3349175,1.33477,3267,2021-02-04 08:00:00
185,USDSGD_i,1.33504,1.33626,1.33469,1.33679,1.33574,1.3359133333333333,1.336,1.335695,2653,2021-02-04 12:00:00
