,WSt30_m_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
114,WSt30_m_i,30428.0,30497.0,30274.0,30548.0,30411.0,30439.666666666668,30454.0,30436.75,6326,2021-01-06 12:00:00
115,WSt30_m_i,30497.0,30622.0,30310.0,30630.0,30470.0,30520.666666666668,30546.0,30514.75,5782,2021-01-06 16:00:00
116,WSt30_m_i,30623.0,30978.0,30613.0,31028.0,30820.5,30873.0,30899.25,30810.5,4973,2021-01-06 20:00:00
117,WSt30_m_i,30978.0,30835.0,30729.0,31012.0,30870.5,30858.666666666668,30852.75,30888.5,5560,2021-01-07 00:00:00
118,WSt30_m_i,30884.0,30966.0,30799.0,30975.0,30887.0,30913.333333333332,30926.5,30906.0,3076,2021-01-07 04:00:00
119,WSt30_m_i,30967.0,31003.0,30918.0,31008.0,30963.0,30976.333333333332,30983.0,30974.0,2473,2021-01-07 08:00:00
120,WSt30_m_i,31003.0,30871.0,30867.0,31043.0,30955.0,30927.0,30913.0,30946.0,3988,2021-01-07 12:00:00
121,WSt30_m_i,30871.0,31005.0,30854.0,31009.0,30931.5,30956.0,30968.25,30934.75,4188,2021-01-07 16:00:00
122,WSt30_m_i,31016.0,31053.0,30995.0,31194.0,31094.5,31080.666666666668,31073.75,31064.5,4376,2021-01-07 20:00:00
123,WSt30_m_i,31052.0,31041.0,31036.0,31111.0,31073.5,31062.666666666668,31057.25,31060.0,2062,2021-01-08 00:00:00
124,WSt30_m_i,31015.0,31154.0,31008.0,31166.0,31087.0,31109.333333333332,31120.5,31085.75,2504,2021-01-08 04:00:00
125,WSt30_m_i,31155.0,31209.0,31141.0,31253.0,31197.0,31201.0,31203.0,31189.5,2379,2021-01-08 08:00:00
126,WSt30_m_i,31209.0,31125.0,31077.0,31248.0,31162.5,31150.0,31143.75,31164.75,3474,2021-01-08 12:00:00
127,WSt30_m_i,31125.0,31060.0,31023.0,31164.0,31093.5,31082.333333333332,31076.75,31093.0,3482,2021-01-08 16:00:00
128,WSt30_m_i,31062.0,30862.0,30795.0,31082.0,30938.5,30913.0,30900.25,30950.25,5282,2021-01-08 20:00:00
129,WSt30_m_i,31079.0,30959.0,30904.0,31083.0,30993.5,30982.0,30976.25,31006.25,3059,2021-01-11 04:00:00
130,WSt30_m_i,30960.0,30890.0,30871.0,30962.0,30916.5,30907.666666666668,30903.25,30920.75,2913,2021-01-11 08:00:00
131,WSt30_m_i,30891.0,30925.0,30864.0,30984.0,30924.0,30924.333333333332,30924.5,30916.0,3662,2021-01-11 12:00:00
132,WSt30_m_i,30924.0,30964.0,30744.0,30982.0,30863.0,30896.666666666668,30913.5,30903.5,4590,2021-01-11 16:00:00
133,WSt30_m_i,30961.0,31002.0,30928.0,31094.0,31011.0,31008.0,31006.5,30996.25,4026,2021-01-11 20:00:00
134,WSt30_m_i,31003.0,31008.0,30946.0,31074.0,31010.0,31009.333333333332,31009.0,31007.75,2626,2021-01-12 00:00:00
135,WSt30_m_i,31040.0,31049.0,30978.0,31096.0,31037.0,31041.0,31043.0,31040.75,2973,2021-01-12 04:00:00
136,WSt30_m_i,31049.0,31045.0,30972.0,31062.0,31017.0,31026.333333333332,31031.0,31032.0,2052,2021-01-12 08:00:00
137,WSt30_m_i,31047.0,31070.0,31015.0,31116.0,31065.5,31067.0,31067.75,31062.0,3025,2021-01-12 12:00:00
138,WSt30_m_i,31068.0,31018.0,30919.0,31090.0,31004.5,31009.0,31011.25,31023.75,3441,2021-01-12 16:00:00
139,WSt30_m_i,31019.0,31061.0,30884.0,31099.0,30991.5,31014.666666666668,31026.25,31015.75,4907,2021-01-12 20:00:00
140,WSt30_m_i,31061.0,31064.0,31011.0,31115.0,31063.0,31063.333333333332,31063.5,31062.75,2352,2021-01-13 00:00:00
141,WSt30_m_i,31090.0,31125.0,31066.0,31139.0,31102.5,31110.0,31113.75,31105.0,2094,2021-01-13 04:00:00
142,WSt30_m_i,31125.0,31130.0,31101.0,31166.0,31133.5,31132.333333333332,31131.75,31130.5,1741,2021-01-13 08:00:00
143,WSt30_m_i,31130.0,31061.0,31027.0,31142.0,31084.5,31076.666666666668,31072.75,31090.0,2559,2021-01-13 12:00:00
144,WSt30_m_i,31061.0,31053.0,30976.0,31098.0,31037.0,31042.333333333332,31045.0,31047.0,3841,2021-01-13 16:00:00
145,WSt30_m_i,31054.0,31121.0,30988.0,31152.0,31070.0,31087.0,31095.5,31078.75,3724,2021-01-13 20:00:00
146,WSt30_m_i,31120.0,31059.0,31052.0,31151.0,31101.5,31087.333333333332,31080.25,31095.5,2002,2021-01-14 00:00:00
147,WSt30_m_i,31100.0,31144.0,31078.0,31168.0,31123.0,31130.0,31133.5,31122.5,1946,2021-01-14 04:00:00
148,WSt30_m_i,31144.0,31161.0,31122.0,31199.0,31160.5,31160.666666666668,31160.75,31156.5,2136,2021-01-14 08:00:00
149,WSt30_m_i,31162.0,31157.0,31128.0,31187.0,31157.5,31157.333333333332,31157.25,31158.5,2368,2021-01-14 12:00:00
150,WSt30_m_i,31157.0,31209.0,31126.0,31224.0,31175.0,31186.333333333332,31192.0,31179.0,2617,2021-01-14 16:00:00
151,WSt30_m_i,31209.0,31146.0,31134.0,31218.0,31176.0,31166.0,31161.0,31176.75,3279,2021-01-14 20:00:00
152,WSt30_m_i,31146.0,30999.0,30984.0,31158.0,31071.0,31047.0,31035.0,31071.75,2160,2021-01-15 00:00:00
153,WSt30_m_i,31047.0,30969.0,30901.0,31055.0,30978.0,30975.0,30973.5,30993.0,2708,2021-01-15 04:00:00
154,WSt30_m_i,30970.0,30835.0,30795.0,30976.0,30885.5,30868.666666666668,30860.25,30894.0,2951,2021-01-15 08:00:00
155,WSt30_m_i,30830.0,30911.0,30818.0,30953.0,30885.5,30894.0,30898.25,30878.0,2951,2021-01-15 12:00:00
156,WSt30_m_i,30911.0,30880.0,30768.0,30921.0,30844.5,30856.333333333332,30862.25,30870.0,4010,2021-01-15 16:00:00
157,WSt30_m_i,30884.0,30901.0,30607.0,30937.0,30772.0,30815.0,30836.5,30832.25,5769,2021-01-15 20:00:00
158,WSt30_m_i,30821.0,30783.0,30712.0,30827.0,30769.5,30774.0,30776.25,30785.75,3106,2021-01-18 04:00:00
159,WSt30_m_i,30784.0,30777.0,30759.0,30802.0,30780.5,30779.333333333332,30778.75,30780.5,1855,2021-01-18 08:00:00
160,WSt30_m_i,30778.0,30783.0,30730.0,30790.0,30760.0,30767.666666666668,30771.5,30770.25,2473,2021-01-18 12:00:00
161,WSt30_m_i,30784.0,30790.0,30772.0,30851.0,30811.5,30804.333333333332,30800.75,30799.25,2118,2021-01-18 16:00:00
162,WSt30_m_i,30794.0,30838.0,30762.0,30849.0,30805.5,30816.333333333332,30821.75,30810.75,1401,2021-01-18 20:00:00
163,WSt30_m_i,30875.0,30934.0,30861.0,30962.0,30911.5,30919.0,30922.75,30908.0,1861,2021-01-19 04:00:00
164,WSt30_m_i,30935.0,30968.0,30925.0,31025.0,30975.0,30972.666666666668,30971.5,30963.25,2185,2021-01-19 08:00:00
165,WSt30_m_i,30968.0,30992.0,30936.0,31002.0,30969.0,30976.666666666668,30980.5,30974.5,2516,2021-01-19 12:00:00
166,WSt30_m_i,30992.0,30945.0,30884.0,31079.0,30981.5,30969.333333333332,30963.25,30975.0,3178,2021-01-19 16:00:00
167,WSt30_m_i,30945.0,30972.0,30854.0,30991.0,30922.5,30939.0,30947.25,30940.5,4336,2021-01-19 20:00:00
168,WSt30_m_i,30971.0,30933.0,30925.0,30975.0,30950.0,30944.333333333332,30941.5,30951.0,1650,2021-01-20 00:00:00
169,WSt30_m_i,31013.0,30956.0,30904.0,31017.0,30960.5,30959.0,30958.25,30972.5,1984,2021-01-20 04:00:00
170,WSt30_m_i,30956.0,30939.0,30877.0,30958.0,30917.5,30924.666666666668,30928.25,30932.5,1953,2021-01-20 08:00:00
171,WSt30_m_i,30939.0,31017.0,30907.0,31024.0,30965.5,30982.666666666668,30991.25,30971.75,2606,2021-01-20 12:00:00
172,WSt30_m_i,31017.0,31038.0,30954.0,31072.0,31013.0,31021.333333333332,31025.5,31020.25,2884,2021-01-20 16:00:00
173,WSt30_m_i,31040.0,31165.0,31040.0,31201.0,31120.5,31135.333333333332,31142.75,31111.5,3648,2021-01-20 20:00:00
174,WSt30_m_i,31165.0,31179.0,31123.0,31236.0,31179.5,31179.333333333332,31179.25,31175.75,1711,2021-01-21 00:00:00
175,WSt30_m_i,31215.0,31234.0,31182.0,31237.0,31209.5,31217.666666666668,31221.75,31217.0,1898,2021-01-21 04:00:00
176,WSt30_m_i,31234.0,31239.0,31227.0,31265.0,31246.0,31243.666666666668,31242.5,31241.25,1577,2021-01-21 08:00:00
177,WSt30_m_i,31239.0,31223.0,31187.0,31272.0,31229.5,31227.333333333332,31226.25,31230.25,2397,2021-01-21 12:00:00
178,WSt30_m_i,31224.0,31181.0,31136.0,31284.0,31210.0,31200.333333333332,31195.5,31206.25,2982,2021-01-21 16:00:00
179,WSt30_m_i,31182.0,31201.0,31118.0,31269.0,31193.5,31196.0,31197.25,31192.5,3089,2021-01-21 20:00:00
180,WSt30_m_i,31201.0,31184.0,31174.0,31248.0,31211.0,31202.0,31197.5,31201.75,1418,2021-01-22 00:00:00
181,WSt30_m_i,31144.0,31072.0,31069.0,31184.0,31126.5,31108.333333333332,31099.25,31117.25,2104,2021-01-22 04:00:00
182,WSt30_m_i,31071.0,31063.0,31051.0,31110.0,31080.5,31074.666666666668,31071.75,31073.75,1886,2021-01-22 08:00:00
183,WSt30_m_i,31061.0,30930.0,30913.0,31074.0,30993.5,30972.333333333332,30961.75,30994.5,3239,2021-01-22 12:00:00
184,WSt30_m_i,30929.0,30997.0,30892.0,31013.0,30952.5,30967.333333333332,30974.75,30957.75,3601,2021-01-22 16:00:00
185,WSt30_m_i,31002.0,31059.0,30908.0,31102.0,31005.0,31023.0,31032.0,31017.75,3490,2021-01-22 20:00:00
186,WSt30_m_i,31071.0,31106.0,31029.0,31112.0,31070.5,31082.333333333332,31088.25,31079.5,2023,2021-01-25 04:00:00
187,WSt30_m_i,31107.0,31090.0,31068.0,31109.0,31088.5,31089.0,31089.25,31093.5,1549,2021-01-25 08:00:00
188,WSt30_m_i,31092.0,31026.0,30973.0,31111.0,31042.0,31036.666666666668,31034.0,31050.5,2666,2021-01-25 12:00:00
189,WSt30_m_i,31025.0,30801.0,30762.0,31030.0,30896.0,30864.333333333332,30848.5,30904.5,4429,2021-01-25 16:00:00
190,WSt30_m_i,30801.0,30916.0,30558.0,30949.0,30753.5,30807.666666666668,30834.75,30806.0,7052,2021-01-25 20:00:00
191,WSt30_m_i,30916.0,30969.0,30841.0,30976.0,30908.5,30928.666666666668,30938.75,30925.5,2469,2021-01-26 00:00:00
192,WSt30_m_i,30946.0,30850.0,30845.0,30959.0,30902.0,30884.666666666668,30876.0,30900.0,2106,2021-01-26 04:00:00
193,WSt30_m_i,30849.0,30775.0,30766.0,30854.0,30810.0,30798.333333333332,30792.5,30811.0,2205,2021-01-26 08:00:00
194,WSt30_m_i,30773.0,30950.0,30771.0,30988.0,30879.5,30903.0,30914.75,30870.5,3169,2021-01-26 12:00:00
195,WSt30_m_i,30950.0,31024.0,30945.0,31118.0,31031.5,31029.0,31027.75,31009.25,3484,2021-01-26 16:00:00
196,WSt30_m_i,31028.0,30995.0,30929.0,31073.0,31001.0,30999.0,30998.0,31006.25,4189,2021-01-26 20:00:00
197,WSt30_m_i,30994.0,30940.0,30922.0,31018.0,30970.0,30960.0,30955.0,30968.5,1866,2021-01-27 00:00:00
198,WSt30_m_i,30965.0,30868.0,30850.0,30968.0,30909.0,30895.333333333332,30888.5,30912.75,2196,2021-01-27 04:00:00
199,WSt30_m_i,30869.0,30897.0,30834.0,30906.0,30870.0,30879.0,30883.5,30876.5,1984,2021-01-27 08:00:00
200,WSt30_m_i,30895.0,30805.0,30795.0,30905.0,30850.0,30835.0,30827.5,30850.0,2952,2021-01-27 12:00:00
