,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,n_clusters_best_low,n_clusters_best_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn
201,high,277,449,36,macdh,22,31,6,17,0.67,323,999,48,219,979,180,135,835,217,216,568,142,235,833,887,708,427,274,923,440,179,118,576,220,703,928,611,279,983,566,287,918,839,18,764,28,87,148,41,309,20,14,0.6,0.01,15,22,0.81,0.86,0.91,0.9,True,False,True,False,False,True,True,True,True,False,False,True,True,False,True,True,True,-1,True,False
202,HLC/3,332,1325,26,macd,30,126,6,27,0.56,1757,44,130,5,173,73,224,517,238,78,941,23,94,271,749,667,466,105,860,352,62,54,664,20,308,816,168,774,562,639,269,810,192,20,18,13,37,128,35,588,9,10,0.11,0.93,19,24,0.94,0.8,0.8,0.97,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,-1,True,False
203,HLCC/4,25,1140,50,macd,243,46,6,39,0.89,93,395,6,110,909,162,157,509,136,134,791,107,118,426,494,696,368,339,164,551,462,78,820,918,781,786,248,421,737,100,469,670,900,38,50,13,15,132,35,724,21,19,0.35,0.23,32,21,0.8,0.94,0.95,0.98,True,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,False,-1,True,False
204,high,27,485,43,macd,49,18,6,22,0.35,2892,263,201,233,94,98,228,279,248,233,42,238,217,659,900,457,305,143,156,66,377,143,787,156,398,857,428,474,703,654,70,714,2262,3,906,46,55,88,44,705,50,14,0.68,0.75,5,35,0.85,0.9,0.82,0.92,False,False,False,True,True,False,True,False,True,True,False,True,False,True,False,False,False,-1,True,False
205,HLCC/4,788,1450,18,macd,143,6,6,21,0.29,2427,523,87,192,337,91,21,529,239,239,401,24,216,220,898,683,368,111,225,71,437,322,774,264,805,416,429,132,449,316,268,286,523,12,473,33,43,139,43,923,35,20,0.18,0.88,40,4,0.96,0.82,0.86,0.95,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,-1,True,False
206,low,144,765,36,macds,228,139,6,6,0.73,2721,24,119,23,696,175,214,819,228,87,729,95,137,495,835,352,228,20,89,157,62,4,762,790,906,696,205,90,810,140,9,1306,1082,18,877,31,95,139,13,868,24,7,0.06,0.11,39,24,0.9,0.85,0.93,0.94,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,-1,True,False
207,open,647,957,26,macd,99,121,6,49,0.26,2147,363,46,138,547,211,23,552,33,38,401,12,101,991,835,818,420,238,73,717,500,94,999,50,48,468,659,115,24,680,108,906,2073,7,596,40,77,115,26,165,30,9,0.86,0.91,19,5,0.8,0.88,0.87,0.82,True,False,False,True,True,False,True,True,False,True,False,False,True,False,True,True,True,-1,True,False
208,high,219,891,21,macdh,139,91,6,1,0.07,1700,973,181,82,486,49,162,880,135,212,123,107,81,221,984,202,117,93,956,640,227,82,655,749,293,689,819,309,901,320,106,1073,1933,20,693,173,643,9,30,605,30,45,0.08,0.76,22,16,0.93,0.88,0.88,0.87,False,True,True,True,False,True,True,True,False,True,False,True,False,True,False,False,True,-1,True,False
209,HLCC/4,129,347,23,macd,248,180,6,4,0.07,1746,545,173,65,557,7,47,355,24,24,830,152,213,879,615,417,357,75,898,137,432,425,692,758,808,914,320,851,132,416,190,828,57,31,935,47,84,27,32,822,47,14,0.13,0.61,33,11,0.83,0.94,0.97,0.86,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,-1,True,False
210,HLC/3,542,577,18,macds,214,110,6,3,0.97,1726,718,224,132,182,82,70,372,97,167,139,244,246,300,911,546,421,412,231,630,42,35,175,494,413,765,945,684,812,864,99,1254,891,1,899,12,19,60,11,719,13,27,0.13,0.41,38,13,0.88,0.94,0.97,0.98,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,-1,True,False
211,HL/2,721,1265,38,macds,238,165,6,17,0.89,1559,624,91,207,879,7,16,316,97,224,909,161,162,597,914,284,98,6,200,940,59,11,350,66,113,327,366,242,296,893,139,190,616,6,966,8,70,81,12,976,26,30,0.18,0.29,20,28,0.95,0.83,0.81,0.89,False,True,True,True,False,False,False,True,False,True,True,True,False,True,True,False,True,-1,True,False
212,close,505,876,41,macdh,204,23,6,34,0.54,2169,143,246,218,553,28,149,416,70,242,921,119,39,428,392,211,360,45,971,793,296,132,968,288,951,310,270,92,24,800,204,918,614,1,745,36,41,77,49,813,6,20,0.16,0.83,10,38,0.8,0.87,0.97,0.95,True,True,True,False,False,True,True,False,True,True,True,True,True,False,True,False,False,-1,True,False
213,OHLC/4,89,616,37,macd,183,222,6,7,0.61,754,114,157,133,484,249,114,642,116,19,840,89,124,526,735,541,246,41,987,488,392,180,649,139,866,523,270,50,174,109,207,437,819,48,100,76,1274,70,37,833,10,10,0.7,0.37,12,16,0.88,0.88,0.86,0.9,True,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,-1,True,False
214,open,433,1267,14,macd,72,152,6,14,0.94,2613,491,207,219,265,16,219,558,228,166,960,162,213,612,300,100,489,207,224,19,357,73,445,664,237,472,684,290,795,983,386,1136,916,36,105,49,72,29,29,713,35,38,0.54,0.56,17,25,0.85,0.88,0.99,0.89,False,True,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,-1,True,False
215,open,754,763,25,macd,127,209,4,37,0.53,2382,343,33,194,167,135,58,691,232,75,474,226,228,632,452,971,308,239,149,658,333,309,340,54,631,9,443,16,185,549,399,1032,2180,21,150,30,103,63,29,326,7,13,0.49,0.2,11,50,0.0,0.0,0.0,0.0,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,-1,True,False
216,close,271,430,15,macd,134,183,6,6,0.09,1994,731,26,195,239,209,168,896,191,54,59,60,86,29,962,798,421,233,14,703,344,98,891,516,171,280,536,427,428,729,248,514,2329,45,779,22,32,178,13,674,27,20,0.64,0.06,36,4,0.89,0.88,0.95,0.86,False,True,True,True,False,False,False,False,False,True,True,True,False,True,True,False,False,-1,True,False
217,open,450,1245,10,macds,31,224,6,13,0.27,468,155,169,99,889,162,160,857,102,51,875,28,202,255,999,846,215,66,232,580,105,95,104,100,598,128,680,322,673,988,264,1208,1884,33,256,46,58,57,11,605,31,45,0.98,0.18,28,3,0.93,0.92,0.97,0.93,True,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,-1,True,False
218,HLCC/4,194,576,37,macdh,66,66,6,16,0.55,2891,370,148,59,301,235,154,439,11,179,398,227,167,636,392,71,372,174,887,611,134,90,57,828,673,942,585,183,18,126,13,354,1692,49,561,3,36,147,24,423,7,48,0.75,0.53,44,47,0.85,0.84,0.89,0.86,True,True,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,-1,True,False
219,low,71,1193,20,macds,178,117,6,41,0.29,1519,338,4,209,965,147,61,728,95,12,924,146,230,938,800,500,222,115,135,712,433,28,441,62,443,984,749,943,732,311,438,1329,2405,42,440,50,98,43,3,100,16,50,0.14,0.58,18,2,0.88,0.87,0.84,0.93,True,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,-1,True,False
220,high,606,838,14,macd,126,92,6,8,0.98,1595,343,171,219,862,148,89,564,46,35,749,211,186,469,623,918,192,149,249,366,161,9,895,168,24,842,34,994,525,691,203,517,1838,48,78,46,110,8,34,672,7,20,0.88,0.45,47,6,0.91,0.94,0.81,0.94,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,-1,True,False
221,open,292,1009,44,macd,154,144,6,46,0.79,1600,909,136,116,984,149,155,500,49,183,635,223,9,254,986,274,451,100,205,720,323,84,347,430,184,227,702,186,565,307,415,642,1584,15,393,13,67,119,16,695,40,18,0.98,0.84,37,50,0.82,0.93,0.9,0.96,False,False,True,False,False,True,False,False,False,True,True,True,True,False,True,True,True,-1,True,False
222,close,595,1457,40,macd,7,8,6,49,0.6,861,758,191,123,652,224,16,381,51,125,713,60,133,565,854,829,479,96,691,152,445,165,89,787,681,421,763,935,144,470,324,591,729,12,466,452,512,157,14,348,44,49,0.9,0.31,30,7,0.89,0.84,0.81,0.8,False,False,True,False,True,True,False,True,True,True,False,True,True,False,False,False,False,-1,True,False
223,open,452,1372,8,macd,171,178,6,28,0.71,1577,729,108,223,662,185,223,532,111,215,292,78,129,649,794,722,486,50,408,369,230,109,691,665,524,406,530,687,976,980,255,966,131,1,557,9,16,48,20,315,45,34,0.11,0.25,7,2,0.88,0.95,0.87,0.97,False,False,True,False,False,True,False,False,True,True,False,True,True,True,False,False,True,-1,True,False
224,OHLC/4,367,1361,26,macds,189,186,6,8,0.68,1400,670,164,96,140,86,125,525,109,202,568,38,102,994,351,936,456,128,239,229,186,79,692,556,635,56,730,537,411,336,341,618,1264,17,971,19,33,190,23,217,49,27,0.32,0.71,47,5,0.83,0.88,0.84,0.85,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,-1,True,False
225,OHLC/4,26,1437,50,macd,182,188,6,14,0.77,2126,900,166,54,288,159,209,587,209,6,876,90,184,285,985,706,288,102,475,44,500,384,720,757,693,719,562,18,468,575,85,577,1902,12,936,20,62,184,10,91,43,13,0.99,0.08,50,43,0.95,0.96,0.82,0.93,True,True,False,False,False,False,True,True,True,False,False,True,False,False,True,False,False,-1,True,False
226,low,131,809,48,macdh,11,203,6,42,0.07,771,767,231,97,538,180,179,201,25,171,627,9,123,971,456,593,409,111,231,213,151,23,53,10,576,751,404,58,41,323,366,562,2106,20,650,36,44,126,4,778,50,42,0.7,0.5,4,1,0.89,0.92,0.94,0.84,False,True,True,False,True,False,True,True,False,True,False,True,True,False,False,False,True,-1,True,False
227,HLC/3,116,1408,12,macds,69,92,6,36,0.7,1476,162,142,70,731,110,190,794,81,139,237,25,101,1000,217,503,455,86,73,875,246,51,595,828,61,749,449,667,469,887,402,853,2260,31,478,44,85,117,28,163,13,43,0.91,0.85,20,29,0.9,0.82,0.86,0.9,False,False,False,True,True,True,False,False,True,False,True,False,True,True,True,False,False,-1,True,False
228,HLCC/4,133,834,44,macdh,207,207,6,48,0.56,2083,216,202,119,927,179,190,378,32,230,349,223,118,993,687,465,457,199,100,533,239,169,819,225,104,849,212,779,85,812,197,344,1478,19,931,462,1301,186,14,841,18,11,0.95,0.89,50,19,0.86,0.87,0.98,0.92,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,-1,True,False
229,close,454,1327,18,macds,95,226,6,9,0.99,596,48,103,109,709,168,69,331,81,48,722,178,133,601,950,770,139,25,189,728,73,3,30,980,406,521,999,651,937,420,236,854,1240,39,788,40,98,106,22,831,30,33,0.77,0.94,27,49,0.93,0.88,0.84,0.88,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,False,-1,True,False
230,high,156,655,16,macdh,47,67,6,11,0.3,1306,410,62,72,12,203,199,777,218,49,367,218,130,814,634,242,200,148,985,279,384,39,14,447,272,387,288,50,273,951,270,507,1060,18,799,5,33,200,2,790,24,43,0.73,0.84,40,21,0.89,0.83,0.82,0.85,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-1,True,False
231,low,48,982,6,macd,2,100,6,23,0.9,2631,767,154,3,712,115,59,722,186,7,527,163,87,975,602,297,415,102,639,466,241,58,713,358,935,480,214,43,64,610,364,430,1248,33,510,13,73,120,42,342,50,43,0.84,0.13,21,11,0.89,0.92,0.88,0.83,True,False,False,True,False,True,True,True,False,False,False,False,True,True,False,False,False,-1,True,False
232,close,302,1494,7,macds,229,231,6,35,0.62,1789,79,66,9,303,91,4,640,4,243,882,122,10,803,826,539,407,145,409,359,90,37,524,179,537,348,37,331,384,424,91,1360,1007,13,835,171,1381,118,24,453,17,19,0.67,0.62,14,31,0.97,0.81,0.85,0.95,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,-1,True,False
233,OHLC/4,10,897,26,macdh,95,40,6,42,0.49,2804,265,89,112,735,12,72,59,56,112,91,132,180,20,630,460,384,169,792,723,231,76,767,430,370,435,748,869,219,759,73,1277,464,49,770,47,106,156,33,163,28,50,0.52,0.24,46,50,0.85,0.98,0.94,0.83,True,False,True,False,True,True,False,True,True,False,False,False,True,False,True,False,True,-1,True,False
234,open,149,1153,27,macdh,144,193,6,45,0.79,1015,631,190,236,176,197,158,532,91,80,587,177,30,266,53,687,480,109,137,383,86,54,301,914,70,385,276,360,913,594,3,957,274,38,656,9,77,7,45,570,2,24,0.22,0.81,28,43,0.93,0.89,0.85,0.85,False,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,False,-1,True,False
235,low,111,1196,24,macds,227,33,6,47,0.98,1069,114,148,27,189,199,219,752,96,71,871,155,103,542,612,565,492,424,423,185,354,200,336,564,627,311,197,822,855,103,318,869,901,28,530,13,73,102,32,51,22,31,0.99,0.64,39,15,0.8,0.92,0.83,0.81,False,True,False,True,True,True,False,True,False,True,False,False,True,True,True,False,True,-1,True,False
236,close,607,1459,29,macd,209,5,6,16,0.66,1472,794,197,22,256,240,174,473,8,217,585,107,116,424,812,516,435,223,859,767,268,89,935,168,948,254,969,241,14,660,193,1227,1847,28,968,2,61,8,39,933,35,2,0.08,0.36,3,34,0.91,0.91,0.84,0.85,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,-1,True,False
237,HL/2,726,1200,16,macds,212,74,6,28,0.89,2454,845,25,224,564,117,47,746,118,220,205,239,210,682,567,481,408,168,813,364,242,125,34,346,209,215,870,864,316,471,310,380,313,11,534,19,88,158,20,752,31,22,0.65,0.02,19,3,0.96,0.99,0.92,0.82,False,True,False,False,False,True,False,True,True,True,False,True,False,False,False,True,True,-1,True,False
238,HL/2,474,1280,49,macdh,170,209,6,33,0.42,609,628,225,9,234,75,221,869,186,118,623,47,183,582,660,598,161,84,683,414,252,61,367,658,160,812,149,403,148,331,388,1106,153,25,115,8,77,198,4,935,32,31,0.39,0.33,25,11,0.93,0.86,0.82,0.9,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,-1,True,False
239,low,746,1325,28,macds,127,214,6,4,0.39,2798,501,162,48,115,99,181,995,144,150,805,10,111,294,869,701,181,46,429,352,121,72,692,658,362,407,218,102,33,438,256,757,688,10,516,32,109,40,4,936,47,49,0.26,0.87,32,31,0.83,0.99,0.83,0.92,False,False,False,False,True,True,False,True,True,False,True,True,False,False,True,True,False,-1,True,False
240,low,146,499,38,macds,76,33,6,18,0.61,2010,560,158,44,739,124,112,502,234,219,424,36,130,357,519,197,367,214,96,437,359,9,388,525,790,487,528,413,786,624,28,593,2462,30,402,8,71,64,37,824,17,18,0.96,0.67,31,48,0.96,0.98,0.92,0.98,False,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,-1,True,False
241,high,439,977,29,macds,184,40,6,14,0.59,2634,434,51,238,403,67,224,348,250,33,603,173,220,374,864,826,351,88,947,418,92,75,698,317,373,92,175,566,80,919,412,736,1478,24,215,92,1114,52,29,427,14,28,0.76,0.24,8,12,0.81,0.83,0.87,0.9,True,True,True,True,False,True,False,True,False,False,True,True,True,True,False,False,False,-1,True,False
242,close,798,1111,19,macds,20,240,6,22,0.4,1717,182,248,208,982,139,21,57,33,232,111,169,165,106,315,829,182,11,625,50,348,259,809,416,632,564,892,599,88,807,316,400,1514,23,919,93,571,156,9,813,23,4,0.41,0.51,23,18,0.92,0.82,0.95,0.92,True,True,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,-1,True,False
243,high,81,1037,46,macd,245,73,6,34,0.7,1546,446,181,39,665,227,113,951,116,30,622,222,23,922,954,825,464,443,17,938,280,123,767,382,872,51,942,774,247,112,134,1217,2405,42,406,15,31,199,48,96,21,35,0.46,0.83,50,37,0.83,0.84,0.84,0.92,True,False,False,False,True,False,False,True,False,True,True,True,True,True,False,True,False,-1,True,False
244,HL/2,149,985,17,macds,206,222,6,4,0.33,103,680,33,162,344,178,152,306,26,81,845,119,104,660,739,474,262,113,237,713,228,161,693,208,68,703,939,164,952,887,351,1214,977,2,238,97,708,75,43,863,15,4,0.11,0.04,48,26,0.83,0.88,0.94,0.89,True,True,True,False,True,True,True,False,True,False,False,True,False,True,False,True,True,-1,True,False
